,sy_dist
27992,173.354
27993,173.354
27994,173.354
27995,173.354
27996,173.354
27997,173.354
27998,1221.96
27999,1221.96
28000,1221.96
28001,1221.96
28002,1221.96
28003,1221.96
28004,1221.96
28005,1221.96
28006,1221.96
28007,1221.96
28008,900.678
28009,900.678
28010,900.678
28011,900.678
28012,900.678
28013,900.678
28014,900.678
28015,900.678
28016,900.678
28017,900.678
28018,900.678
28019,900.678
28020,900.678
28021,900.678
28022,900.678
28023,900.678
28024,900.678
28025,900.678
28026,900.678
28027,900.678
28028,900.678
28029,900.678
28030,900.678
28031,900.678
28032,900.678
28033,900.678
28034,900.678
28035,300.874
28036,300.874
28037,300.874
28038,300.874
28039,300.874
28040,300.874
28041,300.874
28042,300.874
28043,300.874
28044,300.874
28045,300.874
28046,300.874
28047,300.874
28048,300.874
28049,300.874
28050,300.874
28051,300.874
28052,300.874
28053,300.874
28054,300.874
28055,300.874
28056,300.874
28057,300.874
28058,300.874
28059,300.874
28060,300.874
28061,300.874
28062,300.874
28063,300.874
28064,300.874
28065,300.874
28066,300.874
28067,300.874
28068,300.874
28069,300.874
28070,300.874
28071,300.874
28072,300.874
28073,300.874
28074,300.874
28075,300.874
28076,300.874
28077,300.874
28078,300.874
28079,300.874
28080,300.874
28081,300.874
28082,300.874
28083,300.874
28084,300.874
28085,300.874
28086,300.874
28087,300.874
28088,300.874
28089,300.874
28090,300.874
28091,300.874
28092,300.874
28093,1355.28
28094,1355.28
28095,1355.28
28096,1355.28
28097,1355.28
28098,1355.28
28099,1355.28
28100,1355.28
28101,1355.28
28102,1355.28
28112,284.761
28113,284.761
28114,284.761
28115,284.761
28116,284.761
28117,284.761
28118,284.761
28119,284.761
28120,284.761
28121,284.761
28122,737.702
28123,737.702
28124,737.702
28125,737.702
28126,737.702
28127,737.702
28128,737.702
28129,737.702
28130,737.702
28131,737.702
28132,748.188
28133,748.188
28134,748.188
28135,748.188
28136,748.188
28137,748.188
28138,748.188
28139,748.188
28140,748.188
28141,748.188
28142,760.708
28143,760.708
28144,760.708
28145,760.708
28146,760.708
28147,760.708
28148,760.708
28149,760.708
28150,760.708
28151,760.708
28152,760.708
28153,760.708
28154,760.708
28155,760.708
28156,760.708
28157,760.708
28158,760.708
28159,760.708
28160,760.708
28161,635.643
28162,635.643
28163,635.643
28164,635.643
28165,635.643
28166,635.643
28167,635.643
28168,635.643
28169,635.643
28170,635.643
28171,984.307
28172,984.307
28173,984.307
28174,984.307
28175,984.307
28176,984.307
28177,984.307
28178,984.307
28179,984.307
28180,984.307
28181,372.05
28182,372.05
28183,372.05
28184,372.05
28185,372.05
28186,372.05
28187,372.05
28188,372.05
28189,372.05
28190,372.05
28191,194.033
28192,194.033
28193,194.033
28194,194.033
28195,194.033
28196,194.033
28197,194.033
28198,194.033
28199,194.033
28200,194.033
28201,194.033
28202,194.033
28203,839.784
28204,839.784
28205,839.784
28206,839.784
28207,839.784
28208,839.784
28209,839.784
28210,839.784
28211,839.784
28212,839.784
28213,761.966
28214,761.966
28215,761.966
28216,761.966
28217,761.966
28218,761.966
28219,761.966
28220,761.966
28221,761.966
28222,761.966
28232,680.54
28233,680.54
28234,680.54
28235,680.54
28236,680.54
28237,680.54
28238,680.54
28239,680.54
28240,680.54
28241,680.54
28242,680.54
28243,680.54
28244,680.54
28245,680.54
28246,680.54
28247,680.54
28248,680.54
28249,888.027
28250,888.027
28251,888.027
28252,888.027
28253,888.027
28254,888.027
28255,888.027
28256,888.027
28257,888.027
28258,888.027
28259,1141.08
28260,1141.08
28261,1141.08
28262,1141.08
28263,1141.08
28264,1141.08
28265,1141.08
28266,1141.08
28267,1141.08
28268,1141.08
28269,310.301
28270,310.301
28271,310.301
28272,310.301
28273,310.301
28274,310.301
28275,310.301
28276,310.301
28277,310.301
28278,310.301
28279,786.091
28280,786.091
28281,786.091
28282,786.091
28283,786.091
28284,786.091
28285,786.091
28286,786.091
28287,786.091
28288,786.091
28289,991.214
28290,991.214
28291,991.214
28292,991.214
28293,991.214
28294,991.214
28295,991.214
28296,991.214
28297,991.214
28298,991.214
28299,850.242
28300,850.242
28301,850.242
28302,850.242
28303,850.242
28304,850.242
28305,850.242
28306,850.242
28307,850.242
28308,850.242
28309,557.787
28310,557.787
28311,557.787
28312,557.787
28313,557.787
28314,557.787
28315,557.787
28316,557.787
28317,557.787
28318,557.787
28319,969.918
28320,969.918
28321,969.918
28322,969.918
28323,969.918
28324,969.918
28325,969.918
28326,969.918
28327,969.918
28328,969.918
28329,781.582
28330,781.582
28331,781.582
28332,781.582
28333,781.582
28334,781.582
28335,781.582
28336,781.582
28337,781.582
28338,781.582
28339,1063.58
28340,1063.58
28341,1063.58
28342,1063.58
28343,1063.58
28344,1063.58
28345,1063.58
28346,1063.58
28347,1063.58
28348,1063.58
28349,1063.58
28350,1318.05
28351,1318.05
28352,1318.05
28353,1318.05
28354,1318.05
28355,1318.05
28356,1318.05
28357,1318.05
28358,1318.05
28359,1318.05
28360,1173.57
28361,1173.57
28362,1173.57
28363,1173.57
28364,1173.57
28365,1173.57
28366,1173.57
28367,1173.57
28368,1173.57
28369,1173.57
28370,451.794
28371,451.794
28372,451.794
28373,451.794
28374,451.794
28375,451.794
28376,451.794
28377,451.794
28378,451.794
28379,451.794
28380,1087.87
28381,1087.87
28382,1087.87
28383,1087.87
28384,1087.87
28385,1087.87
28386,1087.87
28387,1087.87
28388,1087.87
28389,1087.87
28390,1087.87
28391,1087.87
28392,1087.87
28393,1087.87
28394,1087.87
28395,1087.87
28396,1087.87
28397,1087.87
28398,636.03
28399,636.03
28400,636.03
28401,636.03
28402,636.03
28403,636.03
28404,636.03
28405,636.03
28406,636.03
28407,636.03
28408,513.748
28409,513.748
28410,513.748
28411,513.748
28412,513.748
28413,513.748
28414,513.748
28415,513.748
28416,513.748
28417,513.748
28418,303.728
28419,303.728
28420,303.728
28421,303.728
28422,303.728
28423,303.728
28424,303.728
28425,303.728
28426,303.728
28427,303.728
28428,303.728
28429,303.728
28430,303.728
28431,303.728
28432,303.728
28433,303.728
28434,303.728
28435,303.728
28436,303.728
28437,303.728
28438,303.728
28439,303.728
28440,303.728
28441,303.728
28442,303.728
28443,303.728
28444,303.728
28445,303.728
28446,303.728
28447,303.728
28448,303.728
28449,303.728
28450,303.728
28451,303.728
28452,303.728
28453,303.728
28454,303.728
28455,303.728
28456,303.728
28457,303.728
28458,303.728
28459,303.728
28460,303.728
28461,303.728
28462,303.728
28463,303.728
28464,303.728
28465,884.378
28466,884.378
28467,884.378
28468,884.378
28469,884.378
28470,884.378
28471,884.378
28472,884.378
28473,509.408
28474,509.408
28475,509.408
28476,509.408
28477,509.408
28478,509.408
28479,509.408
28480,509.408
28481,509.408
28482,394.55
28483,394.55
28484,394.55
28485,394.55
28486,394.55
28487,394.55
28488,394.55
28489,394.55
28490,394.55
28491,394.55
28492,595.634
28493,595.634
28494,595.634
28495,595.634
28496,595.634
28497,595.634
28498,595.634
28499,595.634
28500,595.634
28501,595.634
28502,595.634
28503,595.634
28504,595.634
28505,595.634
28506,595.634
28507,595.634
28508,595.634
28509,595.634
28510,595.634
28511,974.124
28512,974.124
28513,974.124
28514,974.124
28515,974.124
28516,974.124
28517,974.124
28518,974.124
28519,974.124
28520,974.124
28521,752.562
28522,752.562
28523,752.562
28524,752.562
28525,752.562
28526,752.562
28527,752.562
28528,752.562
28529,752.562
28530,752.562
28531,890.352
28532,890.352
28533,890.352
28534,890.352
28535,890.352
28536,890.352
28537,890.352
28538,890.352
28539,890.352
28540,890.352
28541,890.352
28542,890.352
28543,890.352
28544,890.352
28545,890.352
28546,890.352
28547,890.352
28548,1691.88
28549,1691.88
28550,1691.88
28551,1691.88
28552,1691.88
28553,1691.88
28554,1691.88
28555,1691.88
28556,1691.88
28557,388.384
28558,388.384
28559,388.384
28560,388.384
28561,388.384
28562,388.384
28563,388.384
28564,388.384
28565,388.384
28566,388.384
28567,722.64
28568,722.64
28569,722.64
28570,722.64
28571,722.64
28572,722.64
28573,722.64
28574,722.64
28575,722.64
28576,722.64
28577,1202.96
28578,1202.96
28579,1202.96
28580,1202.96
28581,1202.96
28582,1202.96
28583,1202.96
28584,1202.96
28585,1202.96
28586,1202.96
28587,1202.96
28588,568.431
28589,568.431
28590,568.431
28591,568.431
28592,568.431
28593,568.431
28594,568.431
28595,568.431
28596,568.431
28597,534.788
28598,534.788
28599,534.788
28600,534.788
28601,534.788
28602,534.788
28603,534.788
28604,534.788
28605,534.788
28606,534.788
28607,815.637
28608,815.637
28609,815.637
28610,815.637
28611,815.637
28612,815.637
28613,815.637
28614,815.637
28615,815.637
28616,815.637
28617,1063.09
28618,1063.09
28619,1063.09
28620,1063.09
28621,1063.09
28622,1063.09
28623,1063.09
28624,1063.09
28625,1063.09
28626,1063.09
28627,1210.12
28628,1210.12
28629,1210.12
28630,1210.12
28631,1210.12
28632,1210.12
28633,1210.12
28634,1210.12
28635,1210.12
28636,1210.12
28637,612.838
28638,612.838
28639,612.838
28640,612.838
28641,612.838
28642,612.838
28643,612.838
28644,612.838
28645,612.838
28646,612.838
28647,1508.71
28648,1508.71
28649,1508.71
28650,1508.71
28651,1508.71
28652,1508.71
28653,1508.71
28654,1508.71
28655,1508.71
28656,1508.71
28657,2302.45
28658,2302.45
28659,2302.45
28660,2302.45
28661,2302.45
28662,2302.45
28663,2302.45
28664,2302.45
28665,2302.45
28666,2302.45
28667,784.618
28668,784.618
28669,784.618
28670,784.618
28671,784.618
28672,784.618
28673,784.618
28674,784.618
28675,784.618
28676,784.618
28677,2063.41
28678,2063.41
28679,2063.41
28680,2063.41
28681,2063.41
28682,2063.41
28683,2063.41
28684,2063.41
28685,2063.41
28686,2063.41
28687,1131.19
28688,1131.19
28689,1131.19
28690,1131.19
28691,1131.19
28692,1131.19
28693,1131.19
28694,1131.19
28695,1131.19
28696,1131.19
28697,1131.19
28698,939.744
28699,939.744
28700,939.744
28701,939.744
28702,939.744
28703,939.744
28704,939.744
28705,939.744
28706,939.744
28707,939.744
28708,939.744
28709,1168.26
28710,1168.26
28711,1168.26
28712,1168.26
28713,1168.26
28714,1168.26
28715,1168.26
28716,1168.26
28717,1168.26
28718,1168.26
28719,1033.93
28720,1033.93
28721,1033.93
28722,1033.93
28723,1033.93
28724,1033.93
28725,1033.93
28726,1033.93
28727,1033.93
28728,1033.93
28729,918.21
28730,918.21
28731,918.21
28732,918.21
28733,918.21
28734,918.21
28735,918.21
28736,918.21
28737,918.21
28738,918.21
28739,342.254
28740,342.254
28741,342.254
28742,342.254
28743,342.254
28744,342.254
28745,342.254
28746,342.254
28747,342.254
28748,342.254
28749,665.68
28750,665.68
28751,665.68
28752,665.68
28753,665.68
28754,665.68
28755,665.68
28756,665.68
28757,665.68
28758,665.68
28759,295.196
28760,295.196
28761,295.196
28762,295.196
28763,295.196
28764,295.196
28765,295.196
28766,295.196
28767,295.196
28768,295.196
28769,1954.08
28770,1954.08
28771,1954.08
28772,1954.08
28773,1954.08
28774,1954.08
28775,1954.08
28776,1954.08
28777,1954.08
28778,1954.08
28779,1826.15
28780,1826.15
28781,1826.15
28782,1826.15
28783,1826.15
28784,1826.15
28785,1826.15
28786,1826.15
28787,1826.15
28788,922.244
28789,922.244
28790,922.244
28791,922.244
28792,922.244
28793,922.244
28794,922.244
28795,922.244
28796,922.244
28797,922.244
28798,144.166
28799,144.166
28800,144.166
28801,144.166
28802,144.166
28803,144.166
28804,144.166
28805,144.166
28806,144.166
28807,144.166
28808,144.166
28809,144.166
28810,144.166
28811,144.166
28812,144.166
28813,144.166
28814,144.166
28815,144.166
28816,144.166
28817,144.166
28818,144.166
28819,144.166
28820,144.166
28821,144.166
28822,144.166
28823,144.166
28824,144.166
28825,144.166
28826,144.166
28827,144.166
28828,144.166
28829,144.166
28830,144.166
28831,144.166
28832,144.166
28833,144.166
28834,144.166
28835,144.166
28836,144.166
28837,144.166
28838,144.166
28839,1492.48
28840,1492.48
28841,1492.48
28842,1492.48
28843,1492.48
28844,1492.48
28845,1492.48
28846,1492.48
28847,1492.48
28848,686.923
28849,686.923
28850,686.923
28851,686.923
28852,686.923
28853,686.923
28854,686.923
28855,686.923
28856,686.923
28857,686.923
28858,1979.25
28859,1979.25
28860,1979.25
28861,1979.25
28862,1979.25
28863,1979.25
28864,1979.25
28865,1979.25
28866,1979.25
28867,1979.25
28868,1023.07
28869,1023.07
28870,1023.07
28871,1023.07
28872,1023.07
28873,1023.07
28874,1023.07
28875,1023.07
28876,1023.07
28877,1731.27
28878,1731.27
28879,1731.27
28880,1731.27
28881,1731.27
28882,1731.27
28883,1731.27
28884,1731.27
28885,1731.27
28886,1731.27
28887,938.715
28888,938.715
28889,938.715
28890,938.715
28891,938.715
28892,938.715
28893,938.715
28894,938.715
28895,938.715
28896,938.715
28897,938.715
28898,1490.94
28899,1490.94
28900,1490.94
28901,1490.94
28902,1490.94
28903,1490.94
28904,1490.94
28905,1490.94
28906,1490.94
28907,1490.94
28908,1490.94
28909,633.66
28910,633.66
28911,633.66
28912,633.66
28913,633.66
28914,633.66
28915,633.66
28916,633.66
28917,633.66
28918,633.66
28919,1357.75
28920,1357.75
28921,1357.75
28922,1357.75
28923,1357.75
28924,1357.75
28925,1357.75
28926,1357.75
28927,1357.75
28928,1357.75
28929,1131.73
28930,1131.73
28931,1131.73
28932,1131.73
28933,1131.73
28934,1131.73
28935,1131.73
28936,1131.73
28937,1131.73
28938,1131.73
28939,730.625
28940,730.625
28941,730.625
28942,730.625
28943,730.625
28944,730.625
28945,730.625
28946,730.625
28947,730.625
28948,730.625
28949,730.625
28950,730.625
28951,730.625
28952,730.625
28953,730.625
28954,730.625
28955,730.625
28956,730.625
28957,730.625
28958,730.625
28959,730.625
28960,730.625
28961,730.625
28962,730.625
28963,1665.31
28964,1665.31
28965,1665.31
28966,1665.31
28967,1665.31
28968,1665.31
28969,1665.31
28970,1665.31
28971,1665.31
28972,1665.31
28973,279.115
28974,279.115
28975,279.115
28976,279.115
28977,279.115
28978,279.115
28979,279.115
28980,279.115
28981,279.115
28982,279.115
28983,991.336
28984,991.336
28985,991.336
28986,991.336
28987,991.336
28988,991.336
28989,991.336
28990,991.336
28991,991.336
28992,991.336
28993,1151.51
28994,1151.51
28995,1151.51
28996,1151.51
28997,1151.51
28998,1151.51
28999,1151.51
29000,1151.51
29001,1151.51
29002,1023.06
29003,1023.06
29004,1023.06
29005,1023.06
29006,1023.06
29007,1023.06
29008,1023.06
29009,1023.06
29010,1023.06
29011,1023.06
29012,842.947
29013,842.947
29014,842.947
29015,842.947
29016,842.947
29017,842.947
29018,842.947
29019,842.947
29020,842.947
29021,1416.44
29022,1416.44
29023,1416.44
29024,1416.44
29025,1416.44
29026,1416.44
29027,1416.44
29028,1416.44
29029,1416.44
29030,1416.44
29031,1277.33
29032,1277.33
29033,1277.33
29034,1277.33
29035,1277.33
29036,1277.33
29037,1277.33
29038,1277.33
29039,1277.33
29040,1277.33
29041,1995.57
29042,1995.57
29043,1995.57
29044,1995.57
29045,1995.57
29046,1995.57
29047,1995.57
29048,1995.57
29049,1995.57
29050,1995.57
29051,922.562
29052,922.562
29053,922.562
29054,922.562
29055,922.562
29056,922.562
29057,922.562
29058,922.562
29059,922.562
29060,922.562
29061,922.562
29062,922.562
29063,922.562
29064,922.562
29065,922.562
29066,922.562
29067,922.562
29068,922.562
29069,1491.76
29070,1491.76
29071,1491.76
29072,1491.76
29073,1491.76
29074,1491.76
29075,1491.76
29076,1491.76
29077,1491.76
29078,1491.76
29079,774.152
29080,774.152
29081,774.152
29082,774.152
29083,774.152
29084,774.152
29085,774.152
29086,774.152
29087,774.152
29088,774.152
29089,992.071
29090,992.071
29091,992.071
29092,992.071
29093,992.071
29094,992.071
29095,992.071
29096,992.071
29097,992.071
29098,992.071
29099,1156.83
29100,1156.83
29101,1156.83
29102,1156.83
29103,1156.83
29104,1156.83
29105,1156.83
29106,1156.83
29107,1156.83
29108,1156.83
29109,1228.83
29110,1228.83
29111,1228.83
29112,1228.83
29113,1228.83
29114,1228.83
29115,1228.83
29116,1228.83
29117,1228.83
29118,276.881
29119,276.881
29120,276.881
29121,276.881
29122,276.881
29123,276.881
29124,276.881
29125,276.881
29126,276.881
29127,276.881
29128,276.881
29129,591.776
29130,591.776
29131,591.776
29132,591.776
29133,591.776
29134,591.776
29135,591.776
29136,591.776
29137,591.776
29138,1394.22
29139,1394.22
29140,1394.22
29141,1394.22
29142,1394.22
29143,1394.22
29144,1394.22
29145,1394.22
29146,1394.22
29147,1394.22
29148,664.843
29149,664.843
29150,664.843
29151,664.843
29152,664.843
29153,664.843
29154,664.843
29155,664.843
29156,664.843
29157,664.843
29158,1448.34
29159,1448.34
29160,1448.34
29161,1448.34
29162,1448.34
29163,1448.34
29164,1448.34
29165,1448.34
29166,1448.34
29167,1448.34
29168,624.575
29169,624.575
29170,624.575
29171,624.575
29172,624.575
29173,624.575
29174,624.575
29175,624.575
29176,624.575
29177,624.575
29178,872.493
29179,872.493
29180,872.493
29181,872.493
29182,872.493
29183,872.493
29184,872.493
29185,872.493
29186,872.493
29187,872.493
29188,872.493
29189,872.493
29190,872.493
29191,872.493
29192,872.493
29193,872.493
29194,872.493
29195,872.493
29196,872.493
29197,872.493
29198,1089.87
29199,1089.87
29200,1089.87
29201,1089.87
29202,1089.87
29203,1089.87
29204,1089.87
29205,1089.87
29206,1089.87
29207,1089.87
29208,2083.37
29209,2083.37
29210,2083.37
29211,2083.37
29212,2083.37
29213,2083.37
29214,2083.37
29215,2083.37
29216,2083.37
29217,2083.37
29218,1327.44
29219,1327.44
29220,1327.44
29221,1327.44
29222,1327.44
29223,1327.44
29224,1327.44
29225,1327.44
29226,1327.44
29227,1327.44
29228,635.009
29229,635.009
29230,635.009
29231,635.009
29232,635.009
29233,635.009
29234,635.009
29235,635.009
29236,635.009
29237,635.009
29238,635.009
29239,635.009
29240,635.009
29241,635.009
29242,635.009
29243,635.009
29244,635.009
29245,2805.48
29246,2805.48
29247,2805.48
29248,2805.48
29249,2805.48
29250,2805.48
29251,2805.48
29252,2805.48
29253,2805.48
29254,1302.33
29255,1302.33
29256,1302.33
29257,1302.33
29258,1302.33
29259,1302.33
29260,1302.33
29261,1302.33
29262,1302.33
29263,1302.33
29264,1302.33
29265,2497.51
29266,2497.51
29267,2497.51
29268,2497.51
29269,2497.51
29270,2497.51
29271,2497.51
29272,2497.51
29273,1065.37
29274,1065.37
29275,1065.37
29276,1065.37
29277,1065.37
29278,1065.37
29279,1065.37
29280,1065.37
29281,1065.37
29282,1065.37
29283,1065.37
29284,926.598
29285,926.598
29286,926.598
29287,926.598
29288,926.598
29289,926.598
29290,926.598
29291,926.598
29292,926.598
29293,926.598
29294,1239.5
29295,1239.5
29296,1239.5
29297,1239.5
29298,1239.5
29299,1239.5
29300,1239.5
29301,1239.5
29302,1239.5
29303,1239.5
29304,1239.5
29305,1239.5
29306,1239.5
29307,1239.5
29308,1239.5
29309,1239.5
29310,1239.5
29311,1239.5
29312,1239.5
29313,1071.8
29314,1071.8
29315,1071.8
29316,1071.8
29317,1071.8
29318,1071.8
29319,1071.8
29320,1071.8
29321,1071.8
29322,853.119
29323,853.119
29324,853.119
29325,853.119
29326,853.119
29327,853.119
29328,853.119
29329,853.119
29330,853.119
29331,853.119
29332,758.469
29333,758.469
29334,758.469
29335,758.469
29336,758.469
29337,758.469
29338,758.469
29339,758.469
29340,758.469
29341,762.081
29342,762.081
29343,762.081
29344,762.081
29345,762.081
29346,762.081
29347,762.081
29348,762.081
29349,762.081
29350,762.081
29351,831.842
29352,831.842
29353,831.842
29354,831.842
29355,831.842
29356,831.842
29357,831.842
29358,831.842
29359,831.842
29360,1765.23
29361,1765.23
29362,1765.23
29363,1765.23
29364,1765.23
29365,1765.23
29366,1765.23
29367,1765.23
29368,1765.23
29369,1765.23
29370,1921.15
29371,1921.15
29372,1921.15
29373,1921.15
29374,1921.15
29375,1921.15
29376,1921.15
29377,1921.15
29378,1921.15
29379,1921.15
29380,1935.04
29381,1935.04
29382,1935.04
29383,1935.04
29384,1935.04
29385,1935.04
29386,1935.04
29387,1935.04
29388,1935.04
29389,1935.04
29390,1935.04
29391,1935.04
29392,1935.04
29393,1935.04
29394,1257.16
29395,1257.16
29396,1257.16
29397,1257.16
29398,1257.16
29399,1257.16
29400,1257.16
29401,1257.16
29402,1257.16
29403,1257.16
29404,1257.16
29405,174.826
29406,174.826
29407,174.826
29408,174.826
29409,174.826
29410,174.826
29411,174.826
29412,174.826
29413,174.826
29414,174.826
29415,174.826
29416,174.826
29417,174.826
29418,174.826
29419,174.826
29420,174.826
29421,174.826
29422,174.826
29423,174.826
29424,174.826
29425,916.706
29426,916.706
29427,916.706
29428,916.706
29429,916.706
29430,916.706
29431,916.706
29432,916.706
29433,916.706
29434,1157.21
29435,1157.21
29436,1157.21
29437,1157.21
29438,1157.21
29439,1157.21
29440,1157.21
29441,1157.21
29442,1157.21
29443,1157.21
29444,695.059
29445,695.059
29446,695.059
29447,695.059
29448,695.059
29449,695.059
29450,695.059
29451,695.059
29452,695.059
29453,695.059
29454,1005.43
29455,1005.43
29456,1005.43
29457,1005.43
29458,1005.43
29459,1005.43
29460,1005.43
29461,1005.43
29462,1005.43
29463,1005.43
29464,205.118
29465,205.118
29466,205.118
29467,205.118
29468,205.118
29469,205.118
29470,205.118
29471,205.118
29472,205.118
29473,205.118
29474,1113.65
29475,1113.65
29476,1113.65
29477,1113.65
29478,1113.65
29479,1113.65
29480,1113.65
29481,1113.65
29482,1113.65
29483,1113.65
29484,1370.65
29485,1370.65
29486,1370.65
29487,1370.65
29488,1370.65
29489,1370.65
29490,1370.65
29491,1370.65
29492,1370.65
29493,1370.65
29494,1177.55
29495,1177.55
29496,1177.55
29497,1177.55
29498,1177.55
29499,1177.55
29500,1177.55
29501,1177.55
29502,1177.55
29503,1177.55
29504,1177.55
29505,1177.55
29506,1177.55
29507,1177.55
29508,1442.02
29509,1442.02
29510,1442.02
29511,1442.02
29512,1442.02
29513,1442.02
29514,1442.02
29515,1442.02
29516,1442.02
29517,1442.02
29518,1661.87
29519,1661.87
29520,1661.87
29521,1661.87
29522,1661.87
29523,1661.87
29524,1661.87
29525,1661.87
29526,1661.87
29527,1661.87
29528,489.253
29529,489.253
29530,489.253
29531,489.253
29532,489.253
29533,489.253
29534,489.253
29535,489.253
29536,489.253
29537,489.253
29538,278.987
29539,278.987
29540,278.987
29541,278.987
29542,278.987
29543,278.987
29544,278.987
29545,278.987
29546,278.987
29547,278.987
29548,449.964
29549,449.964
29550,449.964
29551,449.964
29552,449.964
29553,449.964
29554,449.964
29555,449.964
29556,449.964
29557,449.964
29558,1780.38
29559,1780.38
29560,1780.38
29561,1780.38
29562,1780.38
29563,1780.38
29564,1780.38
29565,1780.38
29566,1780.38
29567,1780.38
29576,3347.16
29577,3347.16
29578,3347.16
29579,3347.16
29580,3347.16
29581,3347.16
29582,3347.16
29583,3347.16
29584,3347.16
29585,1705.99
29586,1705.99
29587,1705.99
29588,1705.99
29589,1705.99
29590,1705.99
29591,1705.99
29592,1705.99
29593,1705.99
29594,721.027
29595,721.027
29596,721.027
29597,721.027
29598,721.027
29599,721.027
29600,721.027
29601,721.027
29602,721.027
29603,721.027
29604,835.356
29605,835.356
29606,835.356
29607,835.356
29608,835.356
29609,835.356
29610,835.356
29611,835.356
29612,835.356
29613,835.356
29614,835.356
29615,835.356
29616,835.356
29617,835.356
29618,1296.02
29619,1296.02
29620,1296.02
29621,1296.02
29622,1296.02
29623,1296.02
29624,1296.02
29625,1296.02
29626,1296.02
29627,1296.02
29628,1296.02
29629,1296.02
29630,1296.02
29631,1296.02
29632,1296.02
29633,1296.02
29634,1296.02
29635,1296.02
29636,1296.02
29637,760.43
29638,760.43
29639,760.43
29640,760.43
29641,760.43
29642,760.43
29643,760.43
29644,760.43
29645,760.43
29646,760.43
29647,1232.29
29648,1232.29
29649,1232.29
29650,1232.29
29651,1232.29
29652,1232.29
29653,1232.29
29654,1232.29
29655,1232.29
29656,1232.29
29657,274.767
29658,274.767
29659,274.767
29660,274.767
29661,274.767
29662,274.767
29663,274.767
29664,274.767
29665,274.767
29666,274.767
29667,1770.27
29668,1770.27
29669,1770.27
29670,1770.27
29671,1770.27
29672,1770.27
29673,1770.27
29674,1770.27
29675,399.034
29676,399.034
29677,399.034
29678,399.034
29679,399.034
29680,399.034
29681,399.034
29682,399.034
29683,399.034
29684,399.034
29685,399.034
29686,399.034
29687,399.034
29688,399.034
29689,399.034
29690,399.034
29691,399.034
29692,399.034
29693,399.034
29694,399.034
29703,1068.68
29704,1068.68
29705,1068.68
29706,1068.68
29707,1068.68
29708,1068.68
29709,1068.68
29710,1068.68
29711,1068.68
29712,1502.32
29713,1502.32
29714,1502.32
29715,1502.32
29716,1502.32
29717,1502.32
29718,1502.32
29719,1502.32
29720,1502.32
29721,1502.32
29722,1502.32
29723,1502.32
29724,1502.32
29725,1502.32
29726,1502.32
29727,1502.32
29728,1502.32
29729,1502.32
29730,1502.32
29731,1502.32
29732,1502.32
29733,1502.32
29734,1502.32
29735,1502.32
29736,1502.32
29737,1502.32
29738,1502.32
29739,1502.32
29740,1502.32
29741,1502.32
29742,1502.32
29743,1502.32
29744,1502.32
29745,1502.32
29746,1502.32
29747,1502.32
29748,1073.48
29749,1073.48
29750,1073.48
29751,1073.48
29752,1073.48
29753,1073.48
29754,1073.48
29755,1073.48
29756,1073.48
29757,822.96
29758,822.96
29759,822.96
29760,822.96
29761,822.96
29762,822.96
29763,822.96
29764,822.96
29765,822.96
29766,822.96
29767,822.96
29768,822.96
29769,822.96
29770,792.336
29771,792.336
29772,792.336
29773,792.336
29774,792.336
29775,792.336
29776,792.336
29777,792.336
29778,792.336
29779,792.336
29780,792.336
29781,792.336
29782,792.336
29783,792.336
29784,792.336
29785,792.336
29786,792.336
29787,792.336
29788,792.336
29789,830.707
29790,830.707
29791,830.707
29792,830.707
29793,830.707
29794,830.707
29795,830.707
29796,830.707
29797,830.707
29798,830.707
29799,1898.26
29800,1898.26
29801,1898.26
29802,1898.26
29803,1898.26
29804,1898.26
29805,1898.26
29806,1898.26
29807,1898.26
29808,1898.26
29809,1898.26
29810,962.459
29811,962.459
29812,962.459
29813,962.459
29814,962.459
29815,962.459
29816,962.459
29817,962.459
29818,962.459
29819,962.459
29820,962.459
29821,962.459
29822,962.459
29823,962.459
29824,962.459
29825,962.459
29826,962.459
29827,962.459
29828,962.459
29829,962.459
29830,962.459
29831,962.459
29832,962.459
29833,1047.84
29834,1047.84
29835,1047.84
29836,1047.84
29837,1047.84
29838,1047.84
29839,1047.84
29840,1047.84
29841,1047.84
29842,1076.28
29843,1076.28
29844,1076.28
29845,1076.28
29846,1076.28
29847,1076.28
29848,1076.28
29849,1076.28
29850,1076.28
29851,1076.28
29852,2297.62
29853,2297.62
29854,2297.62
29855,2297.62
29856,2297.62
29857,2297.62
29858,2297.62
29859,2297.62
29860,2297.62
29861,2251.03
29862,2251.03
29863,2251.03
29864,2251.03
29865,2251.03
29866,2251.03
29867,2251.03
29868,2251.03
29869,2251.03
29870,784.56
29871,784.56
29872,784.56
29873,784.56
29874,784.56
29875,784.56
29876,784.56
29877,784.56
29878,784.56
29879,1169.57
29880,1169.57
29881,1169.57
29882,1169.57
29883,1169.57
29884,1169.57
29885,1169.57
29886,1169.57
29887,1169.57
29888,1169.57
29889,1169.57
29890,1169.57
29891,1169.57
29892,1169.57
29893,1169.57
29894,1169.57
29895,1169.57
29896,1169.57
29897,1169.57
29898,639.411
29899,639.411
29900,639.411
29901,639.411
29902,639.411
29903,639.411
29904,639.411
29905,639.411
29906,639.411
29907,639.411
29908,639.411
29909,639.411
29910,639.411
29911,639.411
29912,930.457
