,st_dens,st_logg
25744,1.9852,4.54
25746,0.3713,4.07
25747,0.4358,4.27
25748,0.4852,4.27
25749,0.2078,4.45
25751,0.4826,4.45
25756,0.4826,4.45
25757,0.4826,4.45
25763,0.2078,4.45
25764,0.2078,4.45
25766,1.9477,4.28
25767,0.4799,4.28
25768,1.9477,4.28
25769,0.7564,4.28
25770,0.3447,4.08
25772,1.9477,4.28
25778,0.6739,4.04
25780,0.4799,4.28
25781,0.4799,4.28
25782,0.7564,4.28
25784,0.7564,4.28
25785,0.6666,4.04
25787,0.7042,4.04
25791,0.9933,4.33
25798,1.1028,4.39
25799,1.6181,4.39
25802,1.2591,4.39
25805,1.6181,4.39
25807,1.2591,4.39
25808,1.2517,4.39
25809,1.6181,4.39
25810,0.276,4.39
25811,1.2591,4.39
25814,1.1835,4.39
25816,0.276,4.39
25817,0.276,4.39
25821,2.1205,4.25
25822,0.7376,4.25
25823,0.6898,4.24
25828,1.0603,4.25
25829,0.2034,4.16
25830,1.0603,4.25
25832,0.7376,4.25
25834,2.1205,4.25
25839,2.1205,4.25
25841,0.2146,4.16
25842,1.0603,4.25
25843,0.1549,4.16
25846,0.7376,4.25
25849,7.6429,4.44
25850,1.0073,4.45
25852,7.6429,4.44
25854,1.458,4.44
25855,2.2289,4.57
25857,7.6429,4.44
25864,3.0238,4.63
25866,8.6338,4.63
25872,1.4987,4.63
25873,20.6534,4.63
25874,8.6338,4.63
25875,20.6534,4.63
25876,2.1598,4.51
25877,8.6338,4.63
25880,3.9903,4.63
25882,1.4987,4.63
25883,3.5062,4.63
25884,2.827,4.63
25885,2.1581,4.63
25886,3.0238,4.63
25888,3.0238,4.63
25889,1.4987,4.63
25890,20.6534,4.63
25897,3.3055,4.54
25899,1.8464,4.54
25901,15.2546,4.54
25902,2.8113,4.54
25905,3.0438,4.65
25907,3.3055,4.54
25909,15.2546,4.54
25912,1.4962,4.54
25913,2.8113,4.54
25915,5.442,4.54
25916,0.4924,4.54
25918,15.2546,4.54
25919,5.442,4.54
25923,3.3055,4.54
25924,1.3778,4.54
25929,5.442,4.54
25931,2.8113,4.54
25932,1.4182,4.56
25936,2.5516,4.56
25937,1.9969,4.52
25938,2.1781,4.56
25939,2.5516,4.56
25943,2.4446,4.56
25944,4.3649,4.56
25945,4.3649,4.56
25950,4.3649,4.56
25951,2.4446,4.56
25954,1.9835,4.56
25956,2.5516,4.56
25958,2.4446,4.56
25962,0.4236,4.39
25963,0.004,4.39
25967,0.0092,4.39
25968,0.0092,4.39
25970,0.5873,4.27
25973,0.0552,4.27
25975,0.4236,4.39
25976,0.0237,4.39
25978,0.42,4.09
25979,0.004,4.39
25980,0.1888,4.27
25984,0.4236,4.39
25988,0.0092,4.39
25989,0.004,4.39
25991,0.0237,4.39
25992,0.0237,4.39
25994,0.2785,4.27
25998,31.0617,4.63
25999,2.6991,4.63
26001,0.4687,4.64
26004,2.6991,4.63
26006,2.753,4.64
26008,3.1362,4.64
26013,2.6991,4.63
26016,0.5247,4.63
26018,3.4755,4.63
26020,3.4755,4.63
26021,31.0617,4.63
26023,0.5247,4.63
26025,0.5247,4.63
26026,7.7323,4.64
26028,31.0617,4.63
26030,3.4755,4.63
26031,2.4948,4.64
26032,2.7212,4.67
26034,5.0349,4.81
26036,0.2815,4.81
26038,5.0349,4.81
26040,5.0349,4.81
26044,0.2815,4.81
26053,4.0929,4.67
26054,0.2815,4.81
26055,1.9716,4.47
26057,1.3649,4.57
26062,1.8539,4.51
26067,2.1363,4.57
26069,2.1363,4.57
26070,1.7378,4.44
26072,1.3649,4.57
26073,0.3389,4.57
26075,0.3389,4.57
26076,2.1363,4.57
26077,0.3389,4.57
26080,1.8564,4.44
26083,1.3649,4.57
26084,1.5302,4.44
26086,5.8279,4.43
26089,0.433,4.43
26094,5.8279,4.43
26095,0.433,4.43
26096,5.8279,4.43
26101,1.5977,4.47
26104,0.433,4.43
26105,3.208,4.47
26106,3.0237,4.47
26108,0.8762,4.3
26109,0.3073,4.49
26114,0.3073,4.49
26115,1.5506,4.49
26116,1.009,4.49
26117,1.009,4.49
26119,0.6732,4.49
26123,1.5506,4.49
26124,0.4891,4.49
26125,1.5506,4.49
26126,1.009,4.49
26129,0.3738,4.49
26130,0.3073,4.49
26135,4.1643,4.61
26139,2.6441,4.59
26142,3.1646,4.61
26143,4.1643,4.61
26145,3.1646,4.61
26146,3.666,4.61
26148,4.1643,4.61
26150,3.666,4.61
26153,3.1646,4.61
26157,3.6659,4.49
26159,3.9471,4.49
26160,3.666,4.61
26161,3.2871,4.49
26163,0.1289,4.09
26166,0.1289,4.09
26167,0.415,4.09
26169,0.5413,4.09
26170,0.4516,4.09
26171,0.4205,4.09
26173,0.4205,4.09
26176,0.4205,4.09
26180,0.4299,4.09
26183,0.5413,4.09
26186,0.1289,4.09
26191,0.5776,4.09
26192,0.5413,4.09
26195,2.6883,4.56
26198,2.8746,4.63
26201,2.7909,4.56
26203,1.6056,4.56
26205,9.5169,4.56
26206,9.5169,4.56
26207,9.5169,4.56
26209,2.6883,4.56
26210,2.6883,4.56
26215,8.4824,4.7
26217,7.1621,4.78
26218,33.272,4.78
26224,7.1621,4.78
26226,7.1621,4.78
26227,33.272,4.78
26231,33.272,4.78
26237,4.3636,4.7
26238,18.0967,4.7
26241,1.0229,4.52
26243,1.0229,4.52
26245,1.3326,4.52
26247,1.0229,4.52
26248,1.02,4.43
26251,1.3326,4.52
26252,0.9329,4.32
26254,0.7778,4.43
26255,0.6344,4.43
26256,1.3326,4.52
26264,1.9974,4.52
26265,3.8633,4.59
26269,3.8367,4.59
26272,1.4651,4.59
26275,3.8367,4.59
26278,4.2644,4.59
26279,3.8367,4.59
26280,1.4651,4.59
26281,1.4651,4.59
26284,0.9965,4.44
26286,0.2298,4.44
26293,0.782,4.28
26294,0.9965,4.44
26296,0.9162,4.44
26297,0.9987,4.44
26298,0.9965,4.44
26300,0.2298,4.44
26301,0.2298,4.44
26304,4.2463,4.78
26306,2.5451,4.75
26308,3.8004,4.78
26310,3.2359,4.75
26311,3.8004,4.78
26312,4.2463,4.78
26316,4.1225,4.78
26318,4.1225,4.78
26319,4.1225,4.78
26324,4.14,4.75
26325,3.5114,4.64
26327,3.9978,4.75
26329,4.2463,4.78
26331,2.2437,4.78
26332,3.0945,4.75
26337,2.2437,4.78
26338,3.8004,4.78
26340,2.2437,4.78
26345,3.2308,4.75
26346,37.8655,4.75
26348,3.2308,4.75
26351,37.8655,4.75
26356,3.2308,4.75
26357,3.7057,4.64
26358,4.1893,4.73
26361,3.0332,4.73
26362,37.8655,4.75
26365,1.9708,4.57
26366,1.9204,4.49
26367,3.0646,4.57
26371,2.4236,4.57
26372,1.9708,4.57
26375,3.0646,4.57
26381,2.3353,4.57
26384,1.9708,4.57
26385,3.0646,4.57
26388,0.0977,4.5
26391,0.4191,4.19
26392,0.4218,4.5
26394,0.31,4.5
26396,0.0977,4.5
26397,0.3868,4.5
26400,0.4519,4.5
26404,0.2745,3.96
26405,0.3868,4.5
26406,0.4218,4.5
26407,0.4066,4.19
26408,0.3868,4.5
26409,0.31,4.5
26410,0.4519,4.5
26411,0.3884,4.19
26412,0.0977,4.5
26417,0.4519,4.5
26418,0.1588,4.19
26422,0.4218,4.5
26425,0.31,4.5
26426,0.9779,4.19
26428,4.4705,4.6
26429,4.425,4.61
26433,13.1224,4.61
26441,4.425,4.61
26443,4.425,4.61
26444,13.1224,4.61
26445,4.3795,4.6
26447,13.1224,4.61
26448,1.9203,4.49
26449,0.0238,4.2
26452,0.7536,4.35
26453,6.3885,4.35
26456,0.7536,4.35
26458,0.034,4.35
26460,0.034,4.35
26461,0.0112,4.35
26465,1.2061,4.41
26467,0.7536,4.35
26468,6.3885,4.35
26471,0.0112,4.35
26476,0.0526,4.2
26477,0.034,4.35
26478,0.0203,4.2
26482,0.0152,4.2
26483,0.0112,4.35
26484,6.3885,4.35
26487,4.0082,4.59
26489,2.4962,4.59
26492,2.8736,4.54
26493,2.4962,4.59
26497,4.0082,4.59
26499,3.4872,4.54
26500,2.0275,4.5
26502,4.0082,4.59
26503,2.4962,4.59
26508,3.6585,4.59
26510,4.0619,4.59
26511,4.0619,4.59
26514,3.6585,4.59
26516,3.7845,4.59
26517,2.9891,4.59
26518,4.0619,4.59
26520,3.6585,4.59
26528,0.1374,4.5
26529,0.0859,4.5
26531,0.7594,4.5
26533,0.1374,4.5
26535,0.7594,4.5
26536,0.7594,4.5
26539,2.9278,4.61
26541,0.1374,4.5
26542,0.6508,4.5
26549,3.2526,4.58
26552,1.8389,4.49
26553,108.445,4.58
26555,2.7144,4.57
26558,108.445,4.58
26559,108.445,4.58
26562,3.2526,4.58
26563,2.0074,4.57
26568,3.2526,4.58
26572,23.6756,4.57
26575,1.5454,4.48
26576,1.5267,4.57
26578,0.3355,4.57
26579,23.6756,4.57
26581,1.8688,4.48
26582,2.3273,4.58
26587,1.5267,4.57
26588,0.3355,4.57
26591,2.1745,4.48
26594,0.3355,4.57
26595,1.5267,4.57
26597,23.6756,4.57
26599,3.2878,4.46
26602,3.0353,4.46
26604,2.0375,4.52
26606,13.6134,4.46
26607,3.2878,4.46
26608,13.6134,4.46
26613,3.3941,4.56
26615,13.6134,4.46
26616,3.0353,4.46
26617,7.4573,4.56
26618,3.2858,4.46
26619,3.091,4.56
26625,3.2878,4.46
26626,3.2858,4.46
26627,3.0353,4.46
26631,3.2858,4.46
26632,3.2683,4.56
26639,2.3356,4.57
26641,2.1623,4.57
26643,2.109,4.5
26645,2.1623,4.57
26646,2.3331,4.56
26650,2.2841,4.5
26651,2.3356,4.57
26652,2.3356,4.57
26653,2.1623,4.57
26655,5.6474,4.6
26660,3.7666,4.6
26661,3.5961,4.59
26662,3.5961,4.59
26666,0.9158,4.59
26667,3.6176,4.6
26669,3.1282,4.59
26672,1.8999,4.49
26673,3.1282,4.59
26675,0.9158,4.59
26677,3.1282,4.59
26678,3.5961,4.59
26679,0.9158,4.59
26687,1.6353,4.56
26690,2.217,4.56
26692,2.4784,4.56
26694,2.3548,4.56
26695,2.3719,4.56
26698,2.7331,4.61
26699,2.3548,4.56
26700,2.3548,4.56
26702,1.6353,4.56
26704,4.7183,4.56
26705,1.6353,4.56
26706,2.4784,4.56
26715,8.2942,4.83
26716,3.2175,4.83
26717,4.9442,4.86
26718,8.2942,4.83
26721,9.0685,4.86
26723,1.23,4.83
26727,3.2175,4.83
26728,5.3157,4.86
26730,1.23,4.83
26731,5.345,4.73
26736,1.23,4.83
26737,8.2942,4.83
26738,3.2175,4.83
26739,6.6446,4.28
26742,6.6446,4.28
26745,0.75,4.28
26747,1.2522,4.28
26750,1.2522,4.28
26752,2.1441,4.52
26753,1.6008,4.28
26756,0.5226,4.18
26760,1.2522,4.28
26762,0.733,4.29
26764,6.6446,4.28
26766,1.2717,4.28
26767,19.2983,4.57
26768,1.5543,4.57
26769,8.125,4.49
26772,2.2046,4.49
26773,2.7438,4.49
26774,3.3902,4.57
26775,19.2983,4.57
26776,3.3902,4.57
26781,1.5543,4.57
26784,3.3902,4.57
26785,19.2983,4.57
26787,2.4408,4.57
26790,1.5543,4.57
26795,1.928,4.52
26796,4.6853,4.35
26797,1.6631,4.49
26800,4.6853,4.35
26801,2.1214,4.35
26804,0.3625,4.35
26806,2.1426,4.35
26807,10.3592,4.49
26814,0.4031,4.49
26815,2.1426,4.35
26817,2.1426,4.35
26818,0.3625,4.35
26821,2.1214,4.35
26822,2.1214,4.35
26825,2.3552,4.49
26828,4.6853,4.35
26829,0.3625,4.35
26832,7.3915,4.68
26833,3.5457,4.68
26837,3.1597,4.62
26839,7.3915,4.68
26840,3.8342,4.68
26842,7.3915,4.68
26845,3.8342,4.68
26849,3.9314,4.68
26851,3.8342,4.68
26854,4.4875,4.58
26856,2.0915,4.58
26857,2.0915,4.58
26858,1.4653,4.58
26860,1.9818,4.59
26861,2.0915,4.58
26865,4.4875,4.58
26869,2.1058,4.59
26870,2.2433,4.59
26872,1.4653,4.58
26874,1.9234,4.5
26875,1.4653,4.58
26876,4.4875,4.58
26882,2.1174,4.53
26886,2.5776,4.53
26887,1.971,4.53
26888,2.1174,4.53
26890,2.1959,4.36
26892,2.1404,4.36
26894,1.8967,4.36
26895,1.971,4.53
26897,2.5776,4.53
26899,2.1174,4.53
26900,2.5776,4.53
26901,1.971,4.53
26904,1.8229,4.51
26910,1.5002,4.55
26914,1.2895,4.55
26916,1.5002,4.55
26917,2.2467,4.55
26918,2.2467,4.55
26920,1.2895,4.55
26922,1.126,4.35
26929,2.6083,4.37
26930,1.3825,4.37
26931,1.2895,4.55
26933,1.5002,4.55
26934,2.3469,4.37
26936,2.2467,4.55
26939,0.4454,4.5
26940,1.5373,4.5
26941,1.5373,4.5
26944,0.6721,4.5
26951,1.23,4.22
26952,0.6721,4.5
26953,0.6721,4.5
26954,0.9347,4.22
26955,0.4454,4.5
26956,1.1537,4.22
26958,1.3284,4.22
26959,1.8792,4.5
26963,1.5373,4.5
26965,1.8792,4.5
26966,1.8792,4.5
26969,1.3699,4.43
26971,0.4454,4.5
26974,3.0344,4.4
26976,2.0838,4.4
26977,2.2694,4.4
26981,3.0344,4.4
26984,2.2694,4.4
26985,1.8982,4.4
26989,2.8162,4.4
26990,1.74,4.47
26991,1.8982,4.4
26992,2.2694,4.4
26993,1.3679,4.4
26994,3.0344,4.4
26995,1.8982,4.4
27002,0.6666,4.46
27004,3.0299,4.46
27005,3.0299,4.46
27006,2.921,4.46
27007,0.6666,4.46
27011,1.7618,4.46
27013,0.6666,4.46
27015,3.0299,4.46
27018,2.7987,4.6
27023,1.9809,4.53
27025,0.2254,4.53
27027,3.2054,4.53
27028,1.9809,4.53
27030,1.9809,4.53
27031,2.0002,4.54
27032,3.2054,4.53
27033,3.2054,4.53
27040,0.5608,4.53
27041,61.5537,4.73
27045,6.658,4.71
27048,5.9826,4.71
27049,61.5537,4.73
27050,4.5693,4.73
27052,5.0872,4.73
27053,5.0872,4.73
27054,5.0872,4.73
27056,4.5403,4.73
27061,50.4912,4.71
27064,4.5693,4.73
27066,10.1,4.96
27067,4.5403,4.73
27071,4.5403,4.73
27076,61.5537,4.73
27078,4.5693,4.73
27083,4.8535,4.71
27085,2.5272,4.57
27088,1.8496,4.49
27090,2.5272,4.57
27091,1.1802,4.57
27093,1.1802,4.57
27097,0.9871,4.32
27101,2.5272,4.57
27103,1.1802,4.57
27104,2.0857,4.49
27106,9.0003,4.59
27109,0.3266,4.57
27110,4.5071,4.59
27115,4.0551,4.57
27118,9.0003,4.59
27119,9.0003,4.59
27120,4.5071,4.59
27122,4.5071,4.59
27123,3.0207,4.64
27126,5.2026,4.54
27127,1.4978,4.54
27128,6.9102,4.54
27132,5.2026,4.54
27133,5.2026,4.54
27135,1.4978,4.54
27137,1.5142,4.45
27140,1.4978,4.54
27144,2.9204,4.54
27147,1.2285,4.54
27148,2.0019,4.54
27149,6.9102,4.54
27153,18.4817,4.57
27155,3.1636,4.65
27157,1.7834,4.57
27158,18.4817,4.57
27160,16.3462,4.6
27162,1.7834,4.57
27164,18.4817,4.57
27165,1.7834,4.57
27168,1.9096,4.6
27171,0.2545,3.97
27172,0.0992,3.8
27173,0.1595,3.96
27174,0.195,3.96
27175,0.0992,3.8
27179,0.0236,3.8
27180,0.0992,3.8
27189,0.0236,3.8
27190,0.0236,3.8
27191,1.5252,4.33
27192,13.1049,4.47
27193,5.0679,4.33
27194,13.1049,4.47
27195,1.4926,4.47
27201,1.4517,4.47
27202,1.4926,4.47
27203,1.4517,4.47
27205,1.4926,4.47
27207,1.4517,4.47
27208,0.9428,4.47
27209,1.8332,4.53
27211,1.3621,4.33
27212,0.9428,4.47
27221,1.4411,4.33
27222,0.9428,4.47
27223,13.1049,4.47
27228,1.1151,4.44
27233,1.9288,4.19
27235,1.784,4.44
27237,2.8132,4.44
27238,1.1151,4.44
27240,1.784,4.44
27241,0.9941,4.33
27242,1.784,4.44
27243,1.1912,4.19
27248,1.1151,4.44
27249,2.8132,4.44
27252,4.6928,4.7
27253,0.8389,4.78
27254,0.8389,4.78
27255,18.8735,4.78
27261,14.1166,4.78
27262,18.8735,4.78
27263,10.9117,4.78
27264,10.9117,4.78
27268,9.9961,4.78
27273,10.9117,4.78
27278,7.0546,4.78
27280,0.8389,4.78
27281,18.8735,4.78
27283,2.3528,4.29
27286,2.6973,4.36
27287,0.6616,4.23
27289,2.6662,4.29
27290,2.6973,4.36
27292,2.2793,4.36
27296,2.2793,4.36
27298,2.6973,4.36
27301,2.2793,4.36
27303,1.1411,4.52
27305,1.1346,4.52
27308,0.9878,4.52
27310,0.762,4.52
27312,1.2181,4.52
27314,0.8162,4.52
27315,0.275,3.96
27316,0.9878,4.52
27317,0.8162,4.52
27319,0.9878,4.52
27322,1.1411,4.52
27328,0.8162,4.52
27330,1.1411,4.52
27331,3.2249,4.56
27333,0.718,4.56
27335,1.7587,4.56
27336,0.4031,4.56
27339,0.4031,4.56
27341,2.7691,4.62
27343,0.03,4.58
27344,0.7045,4.58
27345,0.4031,4.56
27348,1.6201,4.56
27350,3.2249,4.56
27352,0.8166,4.58
27354,3.2249,4.56
27355,0.718,4.56
27356,1.3506,4.58
27357,0.718,4.56
27362,0.7046,4.58
27363,1.6201,4.56
27366,0.2868,4.2
27369,0.7146,4.27
27370,0.3001,4.27
27371,0.3001,4.27
27373,0.3001,4.27
27374,0.7146,4.27
27376,0.8079,4.3
27378,0.7146,4.27
27385,0.235,4.2
27386,2.105,4.5
27389,2.0549,4.45
27390,2.2322,4.45
27392,1.5193,4.45
27394,1.8768,4.5
27395,2.0549,4.45
27397,2.1223,4.45
27398,2.3008,4.45
27402,2.9599,4.65
27403,2.1223,4.45
27404,2.0549,4.45
27405,2.1963,4.5
27406,1.5193,4.45
27407,2.1223,4.45
27408,2.3008,4.45
27409,2.2322,4.45
27411,1.8901,4.5
27412,1.5193,4.45
27414,2.2322,4.45
27415,1.9958,4.5
27417,2.3008,4.45
27423,1.2743,4.47
27427,1.0899,4.37
27428,3.7584,4.47
27430,3.7584,4.47
27431,1.0378,4.47
27432,1.2743,4.47
27435,1.0378,4.47
27437,1.2743,4.47
27438,3.7584,4.47
27446,0.9608,4.37
27447,0.5064,4.37
27448,0.8395,4.28
27451,1.0378,4.47
27452,2.9794,4.38
27453,3.0513,4.65
27454,1.3953,4.51
27457,1.3953,4.51
27463,4.6232,4.51
27465,1.3953,4.51
27469,1.2112,4.38
27470,4.6232,4.51
27471,4.6232,4.51
27475,0.5691,4.07
27477,1.3603,4.43
27478,1.3603,4.43
27480,0.5475,4.43
27481,1.3603,4.43
27483,0.5475,4.43
27485,0.6278,4.07
27487,3.2015,4.43
27488,0.7217,4.07
27489,0.6372,4.21
27491,3.2015,4.43
27493,0.5475,4.43
27494,3.2015,4.43
27503,0.5843,4.35
27505,0.36,4.22
27507,0.5843,4.35
27508,0.4108,4.22
27511,0.5843,4.35
27512,0.7804,4.35
27514,0.5084,4.35
27516,0.5084,4.35
27517,0.5084,4.35
27520,0.7804,4.35
27522,0.5623,4.2
27525,0.7812,4.22
27527,0.7804,4.35
27531,1.7316,4.46
27532,1.7316,4.46
27534,2.575,4.46
27536,0.0988,4.48
27537,1.7316,4.46
27543,4.0189,4.46
27544,2.575,4.46
27547,0.5902,4.48
27550,0.0846,4.48
27552,4.0189,4.46
27553,4.0189,4.46
27557,1.9251,4.53
27558,2.575,4.46
27562,0.2478,3.95
27563,0.7736,4.03
27564,0.6365,3.97
27565,0.0628,4.03
27567,0.0628,4.03
27572,0.0847,3.97
27575,0.7736,4.03
27578,0.7736,4.03
27579,0.0628,4.03
27581,0.1244,3.62
27583,0.241,3.62
27585,0.1671,3.62
27589,0.241,3.62
27592,0.1671,3.62
27594,0.207,3.62
27596,0.1671,3.62
27599,0.241,3.62
27605,0.0391,4.42
27611,0.0513,4.42
27615,0.0435,4.42
27617,0.0391,4.42
27618,0.8084,4.33
27619,0.0638,4.04
27620,0.0767,4.04
27621,0.0513,4.42
27622,0.0513,4.42
27628,0.0391,4.42
27629,0.0059,4.04
27630,0.0435,4.42
27632,0.0435,4.42
27635,3.5049,4.7
27636,0.7511,4.7
27637,2.0426,4.7
27641,4.1362,4.7
27647,0.7511,4.7
27648,0.7511,4.7
27650,3.8009,4.68
27652,2.0426,4.7
27653,2.0426,4.7
27657,1.748,4.34
27658,64.0961,4.54
27663,2.1876,4.54
27664,3.3953,4.34
27665,2.1876,4.54
27666,64.0961,4.54
27670,64.0961,4.54
27672,2.1876,4.54
27674,1.188,4.38
27680,0.4217,4.54
27685,2.9593,4.54
27687,3.4774,4.54
27688,0.5794,4.17
27690,0.5611,4.54
27691,3.4774,4.54
27692,0.2481,4.54
27693,0.5611,4.54
27697,3.4774,4.54
27698,0.2562,4.54
27699,0.2562,4.54
27703,0.5611,4.54
27704,0.2562,4.54
27705,0.7349,4.46
27708,0.9431,4.53
27711,0.6798,4.46
27712,1.527,4.53
27713,1.527,4.53
27714,0.8062,4.53
27718,0.4863,4.53
27720,0.9634,4.46
27724,0.8062,4.53
27727,0.8062,4.53
27728,1.1214,4.38
27729,1.36,4.46
27731,0.9431,4.53
27732,0.4863,4.53
27734,1.527,4.53
27736,1.5917,4.46
27739,0.4863,4.53
27740,0.9431,4.53
27741,0.0639,4.6
27742,1.8333,4.6
27743,1.8333,4.6
27744,0.0639,4.6
27746,0.0639,4.6
27748,12.573,4.68
27749,3.719,4.66
27756,5.1101,4.68
27761,1.8333,4.6
27765,1.0484,4.56
27769,1.8808,4.49
27771,2.7482,4.62
27773,1.0484,4.56
27777,3.5732,4.56
27779,1.0484,4.56
27781,1.9352,4.49
27782,3.5732,4.56
27783,3.5732,4.56
27786,2.4478,4.58
27787,2.4478,4.58
27789,1.998,4.58
27791,1.998,4.58
27796,1.998,4.58
27797,2.4478,4.58
27798,2.6569,4.46
27801,2.2043,4.46
27802,1.9765,4.52
27805,2.2516,4.52
27812,2.7628,4.5
27813,4.3538,4.52
27814,2.2692,4.5
27816,1.8651,4.52
27817,2.3218,4.52
27818,2.3218,4.52
27820,4.3538,4.52
27822,1.8651,4.52
27824,1.8651,4.52
27825,2.2608,4.5
27826,4.3538,4.52
27828,1.0861,4.5
27829,2.3218,4.52
27833,2.2516,4.52
27837,2.2516,4.52
27838,1.7391,4.5
27839,0.7634,4.4
27843,1.5875,4.47
27844,3.0149,4.34
27847,0.7634,4.4
27848,13.8231,4.4
27849,13.8231,4.4
27850,13.8231,4.4
27853,0.7634,4.4
27860,2.1531,4.34
27863,2.1984,4.35
27865,0.0505,4.35
27867,1.0543,4.36
27868,1.5433,4.35
27871,2.1984,4.35
27872,1.9004,4.09
27873,2.2155,4.09
27880,1.5433,4.35
27881,0.0505,4.35
27882,1.5433,4.35
27883,2.1984,4.35
27884,1.3278,4.09
27886,0.0505,4.35
27888,1.836,4.09
27889,8.0453,4.09
27891,1.2856,4.43
27894,1.062,4.34
27895,15.694,4.34
27897,1.836,4.09
27902,1.58,4.47
27904,8.0453,4.09
27905,1.9103,4.34
27908,8.0453,4.09
27909,1.836,4.09
27916,1.49,4.54
27917,3.4553,4.54
27918,10.6571,4.54
27922,1.49,4.54
27924,3.1883,4.54
27926,10.6571,4.54
27927,2.3393,4.57
27929,1.49,4.54
27934,10.6571,4.54
27936,4.2052,4.6
27937,3.7212,4.6
27939,4.2052,4.6
27942,9.4875,4.6
27943,2.4427,4.6
27946,3.1205,4.64
27949,4.2052,4.6
27950,9.4875,4.6
27951,0.5471,4.6
27955,0.5471,4.6
27956,9.4875,4.6
27958,3.795,4.6
27959,0.5471,4.6
27964,5.0403,4.49
27965,11.4859,4.49
27967,2.5438,4.49
27969,2.5438,4.49
27970,2.5438,4.49
27973,0.7764,4.26
27974,11.4859,4.49
27980,11.4859,4.49
27982,1.3138,4.49
27983,1.5963,4.48
27987,0.4676,4.48
27988,2.0474,4.48
27989,2.0404,4.54
27990,2.1495,4.54
27992,1.1911,4.48
27993,1.1911,4.48
27996,0.4676,4.48
27997,0.4676,4.48
27999,1.8434,4.54
28001,1.9755,4.54
28005,2.0474,4.48
28007,1.9289,4.48
28008,2.0474,4.48
28014,1.5963,4.48
28015,2.1065,4.54
28016,1.1911,4.48
28019,1.5963,4.48
28020,1.6784,4.54
28021,1.9289,4.48
28023,1.9289,4.48
28028,1.8124,4.51
28029,1.0701,4.51
28030,1.8124,4.51
28032,2.0112,4.53
28033,0.8042,4.51
28035,0.8042,4.51
28036,0.5312,4.51
28037,1.8124,4.51
28040,0.8042,4.51
28046,2.1743,4.5
28050,2.1743,4.5
28051,2.1743,4.5
28052,1.5831,4.5
28055,1.5831,4.5
28056,1.8556,4.53
28060,1.5956,4.47
28061,1.5831,4.5
28065,1.956,4.53
28067,0.3196,4.45
28069,0.3196,4.45
28076,0.0244,4.45
28078,0.0244,4.45
28079,0.0392,4.45
28083,0.0102,4.45
28084,0.0244,4.45
28085,0.3196,4.45
28092,0.073,4.45
28093,8.8083,4.88
28096,8.2599,4.87
28097,0.1666,4.88
28098,6.4,4.77
28099,4.6937,4.87
28103,8.8083,4.88
28104,3.6647,4.88
28105,2.9995,4.88
28107,2.9995,4.88
28110,7.94,4.83
28111,8.8083,4.88
28113,7.6019,4.87
28116,3.6647,4.88
28117,11.9621,4.87
28119,0.1666,4.88
28122,11.9174,4.87
28126,13.0822,4.88
28131,13.0822,4.88
28132,0.1666,4.88
28133,3.6647,4.88
28136,2.9995,4.88
28137,13.0822,4.88
28139,1.5035,4.42
28142,1.8852,4.42
28145,1.4261,4.46
28147,1.5035,4.42
28148,2.0667,4.55
28149,1.8852,4.42
28150,2.1058,4.46
28152,1.6044,4.46
28155,1.7294,4.42
28157,1.7294,4.42
28158,1.8852,4.42
28164,1.7294,4.42
28165,1.5035,4.42
28167,6.8318,4.63
28171,6.3493,4.63
28172,4.0084,4.63
28173,4.0084,4.63
28175,3.5681,4.68
28180,6.3493,4.63
28182,4.0084,4.63
28184,6.8318,4.63
28185,3.057,4.61
28186,3.2493,4.68
28188,6.8318,4.63
28191,5.7273,4.68
28194,6.3493,4.63
28196,1.1525,4.52
28197,1.1525,4.52
28199,1.204,4.39
28200,1.1525,4.52
28204,1.0242,4.39
28206,1.168,4.52
28213,0.6302,4.52
28214,0.6302,4.52
28215,1.5572,4.39
28218,0.6302,4.52
28219,0.0459,4.39
28221,1.168,4.52
28222,0.377,4.52
28224,0.377,4.52
28225,0.377,4.52
28226,1.168,4.52
28227,1.4125,4.44
28229,1.8345,4.56
28230,2.3953,4.56
28233,25.5269,4.56
28234,22.2233,4.56
28236,25.5269,4.56
28238,2.3953,4.56
28240,2.3766,4.56
28245,1.1283,4.35
28247,1.9274,4.56
28248,22.2233,4.56
28256,2.3953,4.56
28258,1.9274,4.56
28259,2.0,4.77
28260,1.8122,4.56
28261,1.8122,4.56
28263,1.8122,4.56
28266,1.2193,4.53
28267,0.2774,4.53
28268,0.3997,4.53
28270,0.3997,4.53
28276,0.3997,4.53
28277,1.2193,4.53
28280,1.2193,4.53
28283,0.1597,4.53
28284,0.5243,4.16
28285,4.031,4.52
28286,1.7601,4.52
28290,1.7601,4.52
28296,1.751,4.52
28297,1.5949,4.47
28298,0.843,4.52
28300,0.843,4.52
28304,4.031,4.52
28305,0.843,4.52
28307,1.7601,4.52
28310,2.2905,4.52
28311,4.031,4.52
28312,1.9036,4.52
28313,1.2038,4.4
28314,1.3515,4.53
28317,1.1211,4.53
28320,1.1211,4.53
28325,1.3515,4.53
28326,1.3515,4.53
28327,1.1211,4.53
28328,1.0697,4.28
28331,1.3624,4.28
28334,5.2835,4.74
28336,5.2835,4.74
28342,5.2835,4.74
28346,60.484,4.74
28347,3.7255,4.65
28348,60.484,4.74
28349,5.3108,4.76
