,st_dens,st_logg
16469,13.1631,4.57
16471,9.959,4.51
16472,13.1631,4.57
16474,0.9116,4.08
16475,4.1133,4.57
16476,3.545,4.57
16477,4.1133,4.57
16483,4.1133,4.57
16485,0.2112,4.08
16486,1.9144,4.52
16487,3.545,4.57
16488,3.545,4.57
16491,1.8615,4.52
16492,1.1681,4.39
16495,2.2661,4.52
16496,1.8615,4.52
16499,1.8615,4.52
16501,3.7512,4.51
16503,3.7512,4.51
16505,3.7512,4.51
16506,3.7679,4.51
16511,2.5718,4.58
16512,0.1869,3.95
16515,0.2217,4.55
16517,2.8522,4.55
16518,1.3143,3.95
16521,2.8522,4.55
16523,0.2219,3.9
16524,0.2217,4.55
16525,2.8522,4.55
16526,0.2217,4.55
16531,1.6892,4.61
16533,0.9176,4.61
16535,2.5291,4.55
16537,1.6892,4.61
16539,1.6892,4.61
16543,1.6879,4.36
16544,1.6879,4.36
16547,1.7961,4.25
16548,1.6879,4.36
16550,0.6487,4.22
16554,2.3687,4.11
16555,2.3687,4.11
16557,0.6012,4.19
16559,2.3687,4.11
16560,2.3733,4.44
16566,9.0591,4.17
16568,1.8841,4.17
16570,9.0591,4.17
16573,9.0591,4.17
16574,2.04,4.38
16577,1.8841,4.17
16578,1.262,4.41
16579,1.8841,4.17
16581,0.664,4.38
16588,1.1653,4.51
16589,1.4834,4.47
16590,0.8511,4.41
16592,1.1653,4.51
16593,1.0591,4.51
16595,1.1653,4.51
16600,2.0642,4.5
16601,0.9372,4.64
16602,0.9372,4.64
16606,1.197,4.64
16607,0.9372,4.64
16608,2.721,4.45
16614,2.721,4.45
16615,0.8105,4.45
16616,1.7692,4.49
16617,2.721,4.45
16619,3.7663,4.46
16620,0.7222,4.25
16622,3.8625,4.46
16626,3.8625,4.46
16629,3.8625,4.46
16634,1.2239,4.37
16637,1.2239,4.37
16638,0.9604,4.33
16639,1.2239,4.37
16640,1.1795,4.37
16642,0.8701,4.22
16643,0.8701,4.22
16645,0.4092,4.22
16648,0.1927,3.88
16649,0.8701,4.22
16652,4.7188,4.52
16653,1.3292,4.42
16655,4.7188,4.52
16658,0.3673,4.52
16660,4.7188,4.52
16664,3.0806,4.55
16666,3.0806,4.55
16668,3.0806,4.55
16671,2.7954,4.55
16674,0.9724,4.4
16676,0.9882,4.58
16677,0.8138,4.29
16680,0.9882,4.58
16683,0.9882,4.58
16684,0.6398,4.23
16686,0.5873,4.23
16688,0.5143,4.22
16689,0.5143,4.22
16690,0.5143,4.22
16695,0.4841,4.14
16697,0.7366,4.35
16699,0.0642,4.27
16701,0.8701,4.35
16703,0.4124,4.1
16706,0.7366,4.35
16707,0.8701,4.35
16709,0.7366,4.35
16710,0.8701,4.35
16711,0.1584,4.27
16716,6.7149,4.81
16720,8.2364,4.81
16721,6.7149,4.81
16722,6.5217,4.81
16724,6.5217,4.81
16725,4.9823,4.71
16726,6.8218,4.81
16729,6.5217,4.81
16730,6.7149,4.81
16737,5.2737,4.64
16738,4.8185,4.64
16739,5.2737,4.64
16740,5.2737,4.64
16742,4.9903,4.75
16745,0.7177,4.25
16747,1.2967,4.34
16748,1.2967,4.34
16749,1.0942,4.35
16751,1.2967,4.34
16756,3.0424,4.52
16757,3.0424,4.52
16760,3.0424,4.52
16762,2.1586,4.52
16763,2.5126,4.56
16767,0.1113,4.41
16770,0.2253,4.42
16772,0.2253,4.42
16773,0.5612,4.18
16774,0.2253,4.42
16779,3.1603,4.57
16782,3.1603,4.57
16783,2.2527,4.56
16784,3.6129,4.58
16785,3.1603,4.57
16788,6.8072,4.6
16789,5.9908,4.61
16790,6.8072,4.6
16794,6.8072,4.6
16795,2.6297,4.59
16799,2.3916,4.54
16800,2.1616,4.58
16804,2.1616,4.58
16806,1.9409,4.53
16808,2.1616,4.58
16810,3.9635,4.49
16813,3.9635,4.49
16814,2.5332,4.59
16815,2.5692,4.49
16819,3.9635,4.49
16823,2.7188,4.5
16825,4.1975,4.5
16826,3.1522,4.5
16827,1.1536,4.5
16828,4.1975,4.5
16829,1.1536,4.5
16832,1.1536,4.5
16835,3.0217,4.61
16836,4.1443,4.28
16837,3.4853,4.35
16844,1.8929,4.35
16845,1.8929,4.35
16848,3.4853,4.35
16849,1.8929,4.35
16852,7.1759,4.79
16853,3.5611,4.28
16855,3.4853,4.35
16857,0.5056,4.17
16858,0.2573,3.74
16860,0.3028,4.41
16862,0.3028,4.41
16863,0.1969,3.92
16868,0.3028,4.41
16871,0.5214,4.43
16877,0.5214,4.43
16878,2.32,4.56
16879,1.6569,4.43
16880,0.5214,4.43
16882,5.8973,4.61
16884,4.9801,4.63
16886,5.8973,4.61
16888,2.2875,4.53
16891,5.8973,4.61
16892,3.1002,4.54
16894,2.3344,4.54
16899,2.9922,4.54
16900,3.1002,4.54
16901,3.1002,4.54
16904,0.1892,4.19
16905,0.1892,4.19
16906,0.1892,4.19
16910,0.1237,3.92
16912,0.7256,4.52
16913,0.7651,4.33
16915,0.7497,4.33
16918,0.7256,4.52
16919,0.682,4.52
16921,0.2848,3.98
16926,0.682,4.52
16927,0.7256,4.52
16928,0.682,4.52
16929,2.8739,4.58
16933,7.2796,4.71
16934,7.2796,4.71
16936,7.2796,4.71
16937,7.7069,4.71
16943,2.2908,4.51
16944,3.3555,4.72
16945,3.3555,4.72
16946,3.3555,4.72
16947,3.5076,4.66
16952,1.021,4.34
16953,1.0345,4.49
16955,0.7641,4.49
16957,0.7641,4.49
16960,0.7641,4.49
16965,1.6868,4.38
16967,1.0904,4.38
16968,1.0904,4.38
16971,1.3373,4.42
16972,1.0904,4.38
16975,1.424,4.55
16976,1.8011,4.58
16977,1.607,4.55
16980,0.6689,4.58
16982,0.6689,4.58
16984,2.0061,4.52
16987,1.8011,4.58
16988,0.6689,4.58
16990,1.8011,4.58
16997,2.2336,4.32
16999,0.6079,4.32
17000,0.6079,4.32
17001,2.2336,4.32
17003,0.5408,4.19
17006,0.6079,4.32
17008,2.2336,4.32
17010,0.0996,4.25
17011,0.1452,4.25
17013,1.9679,4.55
17014,1.7373,4.55
17016,3.544,4.55
17017,3.544,4.55
17018,1.2906,4.55
17020,0.3215,4.55
17022,1.9679,4.55
17023,1.7034,4.48
17024,0.6414,4.55
17025,1.9679,4.55
17027,1.1981,4.55
17028,2.8195,4.55
17029,1.5806,4.55
17031,1.9446,4.55
17033,2.8195,4.55
17036,1.9446,4.55
17037,2.8195,4.55
17038,3.544,4.55
17046,1.3765,4.5
17048,1.3765,4.5
17050,1.5367,4.5
17051,1.3765,4.5
17052,1.0655,4.35
17055,1.3807,4.45
17058,0.2131,3.92
17059,1.6752,4.42
17061,1.3807,4.45
17063,1.3807,4.45
17066,4.8605,4.56
17068,2.8326,4.63
17071,4.9804,4.57
17072,4.8605,4.56
17074,4.8605,4.56
17075,0.2913,4.31
17077,2.4534,4.31
17078,0.2913,4.31
17080,0.327,4.23
17082,0.2341,3.96
17087,0.2913,4.31
17088,1.6806,4.48
17092,1.6806,4.48
17093,1.3468,4.42
17095,1.6806,4.48
17096,1.6115,4.48
17100,5.9255,4.49
17101,4.4183,4.49
17103,4.4183,4.49
17107,4.4183,4.49
17108,2.0263,4.53
17112,3.1949,4.61
17114,1.9413,4.61
17115,3.1949,4.61
17116,3.4479,4.64
17117,3.1949,4.61
17120,2.5447,4.59
17123,3.4613,4.59
17125,2.6767,4.61
17127,3.4613,4.59
17130,3.4613,4.59
17131,2.4017,4.76
17132,3.92,4.65
17133,9.5,4.89
17135,36.2454,4.74
17136,2.75,4.73
17143,2.4017,4.76
17145,10.939,4.74
17149,10.7066,4.76
17151,4.7276,4.7
17152,8.4535,4.76
17153,6.1191,4.74
17154,10.7066,4.76
17157,4.9,4.71
17158,2.4017,4.76
17159,10.7066,4.76
17160,8.4535,4.76
17162,8.4535,4.76
17166,0.4882,4.52
17169,0.4882,4.52
17170,0.4989,4.52
17174,0.4882,4.52
17175,0.1561,3.79
17177,4.6479,4.47
17178,1.9212,4.53
17181,4.6479,4.47
17183,4.6479,4.47
17185,4.5825,4.47
17189,0.1472,4.48
17190,0.2939,4.0
17192,0.1472,4.48
17194,0.1472,4.48
17198,0.0172,4.08
17199,0.3489,4.18
17200,1.4308,4.25
17201,1.4308,4.25
17202,0.3795,4.18
17207,0.7417,4.18
17209,0.3333,4.04
17212,0.3985,4.25
17213,0.3985,4.25
17216,0.3985,4.25
17218,2.4002,4.48
17219,1.1547,4.48
17222,1.1547,4.48
17225,1.1547,4.48
17227,0.8689,4.25
17230,0.918,4.55
17231,0.918,4.55
17233,0.2346,3.92
17234,0.918,4.55
17239,0.8322,4.5
17240,0.8322,4.5
17241,0.3511,4.26
17243,0.8322,4.5
17246,1.073,4.36
17251,3.3155,4.66
17254,28.0391,4.52
17255,3.3433,4.52
17257,3.3433,4.52
17260,4.6708,4.52
17261,3.3433,4.52
17262,4.79,4.74
17264,4.1492,4.74
17265,3.7896,4.72
17268,0.9461,4.72
17269,4.1492,4.74
17270,4.79,4.74
17272,3.8528,4.74
17273,3.3122,4.74
17275,4.79,4.74
17277,3.3011,4.72
17278,4.5664,4.72
17281,4.1492,4.74
17283,3.8528,4.74
17284,3.3122,4.74
17285,1.1675,4.72
17287,3.828,4.65
17289,2.6882,4.59
17290,2.6103,4.56
17292,0.1428,4.62
17293,2.6103,4.56
17297,2.6103,4.56
17301,1.0971,4.3
17302,1.0333,4.35
17304,1.0954,4.33
17305,22.4868,4.3
17307,1.0971,4.3
17309,2.6751,4.3
17310,22.4868,4.3
17313,4.467,4.33
17314,2.6751,4.3
17317,2.6256,4.33
17321,1.0971,4.3
17324,22.4868,4.3
17327,2.6751,4.3
17328,1.5826,4.58
17329,0.5535,4.42
17332,1.5826,4.58
17333,1.5826,4.58
17334,1.2405,4.39
17339,0.4925,4.53
17340,0.4925,4.53
17341,0.5687,4.31
17342,0.247,3.93
17349,0.4925,4.53
17352,1.5942,4.53
17355,1.715,4.53
17357,1.715,4.53
17358,1.715,4.53
17361,2.0033,4.56
17362,3.0114,4.49
17364,2.0033,4.56
17366,2.0033,4.56
17368,0.2521,3.98
17369,0.3132,3.73
17372,0.2832,4.19
17375,0.2832,4.19
17378,0.2832,4.19
17379,1.3029,4.33
17380,0.8296,4.3
17381,1.0876,3.97
17382,1.0876,3.97
17384,1.0876,3.97
17391,0.2177,4.45
17392,0.822,4.29
17394,1.1709,4.28
17396,1.5585,4.28
17400,0.2177,4.45
17401,3.0855,4.45
17402,3.0855,4.45
17404,3.0855,4.45
17406,0.2177,4.45
17408,0.3421,4.35
17410,0.3359,4.46
17412,0.3359,4.46
17415,0.3361,4.05
17416,0.3359,4.46
17418,0.3278,4.35
17422,0.2471,4.46
17424,0.437,4.46
17427,0.2471,4.46
17428,0.6706,4.24
17429,0.437,4.46
17431,0.577,4.17
17432,0.437,4.46
17434,0.2471,4.46
17436,0.6169,4.17
17438,1.5901,4.47
17441,1.9352,4.47
17442,1.0529,4.35
17445,1.9352,4.47
17447,1.9352,4.47
17448,0.2916,3.95
17451,0.204,3.92
17454,0.2916,3.95
17456,0.2916,3.95
17459,0.2079,3.95
17463,0.9318,4.4
17466,1.0616,4.44
17468,1.0616,4.44
17472,1.2926,4.44
17473,1.2926,4.44
17474,1.2926,4.44
17476,1.2139,4.4
17478,1.0616,4.44
17479,0.9584,4.35
17484,2.6487,4.51
17486,2.6487,4.51
17489,3.1498,4.64
17490,2.6487,4.51
17492,0.1578,4.51
17494,1.7911,4.52
17496,1.7911,4.52
17499,1.7911,4.52
17500,0.0438,4.52
17504,0.3871,4.57
17506,0.5551,3.91
17511,0.3871,4.57
17512,0.1603,3.79
17513,0.3871,4.57
17515,1.4275,4.37
17516,1.4275,4.37
17518,1.4303,4.37
17519,0.5566,4.18
17524,1.4275,4.37
17527,3.9511,4.59
17528,3.9511,4.59
17529,2.136,4.54
17532,3.9511,4.59
17534,5.2268,4.62
17536,1.3615,4.56
17538,1.3615,4.56
17539,1.3467,4.55
17541,1.1516,4.38
17543,1.3615,4.56
17548,3.5238,4.34
17549,3.5238,4.34
17551,0.2565,4.31
17552,3.5238,4.34
17557,0.719,4.38
17560,0.719,4.38
17561,0.3278,4.13
17562,1.7956,4.38
17564,0.5412,4.13
17566,1.7956,4.38
17567,0.719,4.38
17569,1.7956,4.38
17571,0.5913,4.19
17572,0.2768,4.28
17576,0.2768,4.28
17577,0.2768,4.28
17578,0.28,3.99
17579,0.2399,4.06
17584,4.0237,4.48
17586,3.436,4.48
17589,2.2183,4.54
17592,3.436,4.48
17593,3.436,4.48
17598,1.8199,4.48
17599,1.8425,1.86
17600,0.8833,4.57
17603,1.8425,1.86
17605,0.663,1.86
17608,1.8425,1.86
17610,0.7767,4.57
17611,0.663,1.86
17613,0.663,1.86
17615,5.7998,4.74
17616,5.7998,4.74
17621,5.7998,4.74
17623,3.25,4.7
17624,6.489,4.73
17626,3.3461,4.44
17628,3.3461,4.44
17629,3.5377,4.45
17631,3.3461,4.44
17635,1.2468,4.41
17637,0.8274,4.47
17638,0.8274,4.47
17639,0.9288,4.16
17641,0.8274,4.47
17645,0.3926,4.07
17648,2.2328,4.57
17650,2.161,4.54
17651,2.5455,4.57
17652,2.2328,4.57
17657,2.2328,4.57
17663,11.128,4.45
17664,2.158,4.53
17665,11.128,4.45
17666,11.6912,4.45
17669,11.128,4.45
17670,4.2184,4.54
17672,4.2184,4.54
17675,5.7726,4.54
17676,1.6097,4.45
17680,4.2184,4.54
17681,0.4189,4.08
17683,0.4439,4.26
17685,0.4439,4.26
17688,0.0194,4.12
17690,0.4439,4.26
17693,0.2942,4.41
17696,0.2942,4.41
17698,0.2942,4.41
17700,0.3634,4.05
17702,0.4431,4.41
17703,3.4855,4.7
17704,3.4855,4.7
17710,4.7317,4.7
17711,3.4855,4.7
17717,1.9421,4.52
17718,1.1079,4.37
17719,1.3812,4.52
17721,1.4141,4.52
17722,1.9421,4.52
17723,1.9421,4.52
17724,0.9393,4.52
17726,0.8169,4.22
17728,0.7722,4.26
17729,0.7708,4.22
17733,1.1777,4.22
17734,1.0609,4.36
17736,0.9457,4.26
17740,1.1777,4.22
17741,1.1777,4.22
17743,0.7289,4.26
17745,0.8169,4.22
17746,0.7708,4.22
17747,0.8169,4.22
17751,0.7708,4.22
17754,2.8083,4.59
17756,1.884,4.51
17757,2.6028,4.59
17761,2.8083,4.59
17762,2.8083,4.59
17766,0.5061,4.21
17768,0.5485,4.38
17769,0.5485,4.38
17773,0.368,4.08
17774,0.5485,4.38
17776,0.4384,4.33
17780,0.5083,4.37
17781,0.4384,4.33
17782,0.4384,4.33
17785,0.441,4.12
17787,6.4907,3.9
17789,6.4907,3.9
17790,2.7229,3.9
17792,6.4907,3.9
17796,0.0094,4.33
17797,1.1879,4.58
17798,1.1879,4.58
17801,1.1879,4.58
17808,0.2119,4.5
17812,0.2539,3.94
17813,0.0937,4.5
17815,0.0937,4.5
17816,0.0937,4.5
17817,1.2153,4.46
17818,1.2153,4.46
17821,0.123,4.46
17824,1.2153,4.46
17828,1.6943,4.46
17830,2.4494,4.47
17832,1.6943,4.46
17835,1.6943,4.46
17836,0.744,4.27
17838,0.9383,4.08
17839,0.1101,3.73
17842,0.9383,4.08
17845,0.9383,4.08
17849,2.1987,4.45
17850,1.6377,4.44
17852,2.1987,4.45
17853,2.1987,4.45
17854,1.062,4.37
17857,89.8727,4.4
17861,0.592,4.4
17865,89.8727,4.4
17866,0.174,4.2
17869,1.8486,4.2
17870,0.592,4.4
17872,0.575,4.19
17875,0.592,4.4
17876,89.8727,4.4
17877,2.636,4.63
17879,2.636,4.63
17881,2.636,4.63
17885,3.3716,4.63
17886,0.5292,4.15
17888,0.7141,4.43
17890,0.7141,4.43
17893,0.7141,4.43
17894,0.497,4.43
17900,1.322,4.42
17901,0.5466,4.37
17905,0.5466,4.37
17906,0.3639,4.06
17907,0.5466,4.37
17909,1.6558,4.45
17912,1.6558,4.45
17914,2.5854,4.34
17916,1.6558,4.45
17919,0.4274,4.15
17920,0.4441,3.98
17923,0.1088,3.71
17925,0.4274,4.15
17927,0.4274,4.15
17930,0.5497,4.27
17932,0.6309,4.24
17933,0.4467,4.27
17935,0.5497,4.27
17937,0.5497,4.27
17940,0.2143,4.38
17944,0.2143,4.38
17946,0.0107,4.18
17947,0.1002,3.68
17949,0.2143,4.38
17950,0.313,4.54
17952,0.313,4.54
17955,0.443,4.55
17956,0.313,4.54
17966,0.5839,4.17
17967,3.7238,4.26
17968,3.6846,4.53
17969,3.6846,4.53
17970,3.6846,4.53
17972,0.4611,4.87
17973,4.7988,4.88
17975,6.9855,4.78
17978,4.7988,4.88
17980,4.7988,4.88
17984,0.7867,4.29
17986,3.7121,4.16
17988,6.4233,4.46
17992,7.1193,4.46
17994,7.1193,4.46
17995,6.4233,4.46
17998,7.1193,4.46
17999,3.3725,4.16
18003,6.4233,4.46
18004,0.3471,4.03
18007,0.5307,4.21
18011,0.3526,4.35
18012,0.3526,4.35
18014,0.3526,4.35
18016,0.8918,4.56
18018,0.3643,4.04
18019,0.8918,4.56
18023,0.8918,4.56
18025,0.7478,3.92
18026,0.211,4.39
18027,0.0271,4.27
18028,0.211,4.39
18029,0.3781,4.1
18030,0.211,4.39
18035,0.9881,4.36
18039,0.4528,4.14
18040,0.9881,4.36
18042,2.1234,4.31
18045,0.9881,4.36
18051,0.5139,4.37
18052,1.1031,4.53
18053,1.1981,4.39
18054,1.1031,4.53
18055,1.1031,4.53
18057,0.6509,4.37
18058,0.7703,4.29
18060,0.6509,4.37
18061,0.3306,4.21
18064,0.6509,4.37
18067,3.396,3.94
18070,3.396,3.94
18071,3.396,3.94
18072,3.7711,4.62
18074,3.3751,4.65
18078,1.4105,4.44
18079,3.1052,4.5
18082,3.1052,4.5
18084,1.5487,4.19
18085,3.1052,4.5
18088,3.5273,4.49
18089,3.5273,4.49
18092,1.8841,4.53
18093,4.007,4.49
18094,3.5273,4.49
18098,0.1052,4.41
18099,0.5098,4.41
18101,0.2688,3.97
18104,0.5098,4.41
18106,0.5098,4.41
18109,0.2015,3.89
18113,0.3252,4.04
18115,1.9435,4.02
18116,0.1567,4.02
18117,0.6784,4.04
18119,0.1567,4.02
18121,1.9435,4.02
18122,1.9435,4.02
18123,0.1567,4.02
18131,6.5345,4.66
18132,6.5345,4.66
18133,3.6004,4.66
18134,6.5345,4.66
18138,0.2545,4.67
18141,0.2725,4.54
18142,1.6961,4.49
18145,0.2725,4.54
18147,2.5611,4.54
18149,0.2725,4.54
18151,0.1415,3.78
18153,2.5783,4.3
18155,2.5783,4.3
18156,2.0255,3.8
18159,2.5783,4.3
18160,6.4225,4.5
18162,6.4225,4.5
18166,1.8862,4.52
18168,6.6592,4.5
18169,6.4225,4.5
18170,1.3272,4.59
18173,1.3272,4.59
18174,2.135,4.55
18177,1.9654,4.34
18178,1.3272,4.59
18180,8.745,4.71
18181,8.3647,4.71
18182,8.745,4.71
18183,8.745,4.71
18187,3.89,4.74
18188,4.0777,4.67
18193,3.309,4.65
18194,3.309,4.65
18196,0.1568,4.65
18197,3.234,4.61
18199,3.309,4.65
18203,0.7553,4.26
18205,0.8595,4.53
18206,0.9863,4.53
18208,0.8595,4.53
18210,0.8595,4.53
18213,4.0636,4.41
18214,4.0636,4.41
18215,0.4408,4.41
18216,4.0636,4.41
18219,2.581,4.61
18222,2.8129,4.48
18223,2.8129,4.48
18225,2.8129,4.48
18228,1.9899,4.5
18229,0.0834,4.54
18231,2.0355,4.32
18236,1.3913,4.38
18237,1.3913,4.38
18240,2.598,4.38
18241,2.0533,4.32
18244,2.598,4.38
18245,1.3913,4.38
18247,1.0595,4.37
18250,2.598,4.38
18255,14.9566,4.62
18256,14.9566,4.62
18258,3.255,4.62
18260,2.792,4.62
18261,14.9566,4.62
18263,2.6592,4.61
18264,2.6592,4.61
18265,2.6592,4.61
18266,3.4623,4.66
18267,1.0567,4.61
18272,1.4962,4.57
18276,1.4962,4.57
18277,2.6169,4.61
18279,1.4962,4.57
18281,1.5452,4.57
18284,1.5886,4.51
18286,1.5135,4.51
18288,1.5135,4.51
18290,1.5135,4.51
18291,0.8192,4.28
18293,0.4395,4.39
18294,0.5344,4.39
18295,0.4488,4.39
18296,0.5344,4.39
18298,0.5344,4.39
18301,0.4654,4.39
18302,0.4488,4.39
18305,0.4488,4.39
18306,0.2823,3.97
18307,17.216,3.84
18308,30.7766,4.59
18310,30.7766,4.59
18312,2.4244,4.55
18315,30.7766,4.59
18317,3.7435,4.51
18323,3.7435,4.51
18324,5.0201,4.51
18325,3.7435,4.51
18326,1.343,4.42
18329,2.6145,4.6
18331,2.9494,4.6
18332,3.0865,4.61
18334,2.9494,4.6
18336,2.9494,4.6
18337,0.3923,4.47
18338,0.5782,4.47
18339,0.2325,3.92
18341,0.3923,4.47
18342,0.5782,4.47
18344,0.3923,4.47
18345,0.3693,4.47
18346,0.4105,4.12
18347,0.5782,4.47
18349,0.3693,4.47
18354,0.4254,4.12
18355,0.3693,4.47
18356,0.3528,4.12
18357,3.2266,4.58
18359,3.2266,4.58
18361,3.2266,4.58
18362,2.9886,4.59
18363,1.7083,4.48
18367,0.5768,4.28
18371,0.0338,4.28
18372,0.0338,4.28
18373,0.5768,4.28
18375,0.0238,4.18
18376,0.5768,4.28
18381,0.0338,4.28
18386,0.3883,4.07
18387,0.1532,4.18
18388,2.2088,4.54
18391,2.6925,4.51
18393,1.9121,4.51
18394,2.6925,4.51
18397,2.6925,4.51
18398,1.9655,4.28
18399,2.7481,4.48
18400,2.7481,4.48
18402,2.7481,4.48
18403,2.3335,4.48
18404,2.5315,4.28
18406,2.3335,4.48
18410,2.3984,4.28
18411,1.7086,4.48
18412,2.0139,4.54
18415,2.3335,4.48
18418,0.6921,4.41
18419,0.3086,4.37
18421,0.5162,4.17
18424,0.3086,4.37
18425,0.3086,4.37
18427,1.9498,4.4
18428,1.9498,4.4
18432,0.0215,4.4
18434,0.8854,4.31
18435,1.9498,4.4
18436,2.2363,4.33
18437,3.4992,4.33
18439,1.2647,4.37
18441,4.3541,4.37
18442,4.3541,4.37
18444,4.3541,4.37
18447,1.0748,4.36
18449,0.8825,4.49
18450,1.1357,4.49
18452,0.9173,4.33
18456,0.8825,4.49
18458,0.8825,4.49
18459,5.2995,4.42
18460,5.3419,4.42
18461,2.2735,4.57
18463,5.3419,4.42
18465,5.3419,4.42
18471,4.19,4.51
18472,1.0763,4.34
18475,4.19,4.51
18476,0.0932,4.51
18478,4.19,4.51
18484,0.7326,4.56
18485,0.7326,4.56
18486,0.534,4.16
18487,0.7326,4.56
18489,0.9813,4.56
18490,8.9123,4.51
18491,9.2371,4.51
18493,9.2371,4.51
18494,0.9615,4.33
18496,9.2371,4.51
18501,2.5935,4.54
18502,2.626,4.54
18504,2.5935,4.54
18508,2.7316,4.54
18511,2.6841,4.54
18512,1.9016,4.5
18515,2.5322,4.54
18517,2.8432,4.54
18518,2.8432,4.54
18523,2.5935,4.54
18524,2.7316,4.54
18525,2.7316,4.54
18527,2.8432,4.54
18528,0.1073,4.1
18532,3.5623,4.1
18533,2.2925,4.55
18534,3.5623,4.1
18535,3.5623,4.1
18537,3.028,4.6
18539,9.6097,4.52
18540,2.3174,4.54
18541,4.459,4.52
18543,9.6097,4.52
18544,5.055,4.52
18545,4.459,4.52
18546,4.459,4.52
18547,6.5707,4.52
18552,9.6097,4.52
18554,7.599,4.62
18555,6.6159,4.62
18557,7.599,4.62
18559,5.8309,4.58
18562,6.6159,4.62
18564,7.8968,4.58
18566,1.4822,4.45
18567,0.5611,4.46
18569,0.1472,4.46
18570,0.6408,4.23
18572,0.9665,4.11
18573,0.1472,4.46
18574,0.5611,4.46
18575,0.5611,4.46
18576,0.958,4.11
18577,0.1472,4.46
18582,0.961,4.47
18586,0.961,4.47
18587,0.961,4.47
18588,0.0746,3.59
18590,0.0634,4.47
18592,0.2449,4.4
18594,0.2449,4.4
18596,25.7376,4.4
18597,0.2251,4.39
18601,0.0812,4.39
18602,25.7376,4.4
18603,0.2449,4.4
18604,25.7376,4.4
18605,0.7385,4.26
18606,0.9653,4.23
18607,0.4875,4.13
18609,0.6685,4.42
18612,0.6685,4.42
18615,0.6685,4.42
18619,0.3316,4.49
18620,0.5816,4.49
18622,0.3316,4.49
18623,0.6484,3.5
18624,0.5732,3.5
18625,0.3316,4.49
18627,0.5418,3.5
18628,0.0073,4.49
18629,0.5816,4.49
18632,0.0073,4.49
18633,0.0073,4.49
18634,0.4979,4.17
18635,0.2773,4.33
18636,0.184,4.33
18638,0.1472,4.07
18640,0.184,4.33
18641,0.184,4.33
18642,0.1879,3.86
18646,0.1124,4.07
18647,0.2773,4.33
18649,0.2773,4.33
18650,0.63,4.2
18651,2.1046,4.53
18652,1.9745,4.47
18654,2.1046,4.53
18658,2.1046,4.53
18660,1.2988,4.4
18662,4.856,4.53
18663,2.098,4.53
18666,4.856,4.53
18671,1.3859,4.46
18673,2.098,4.53
18675,0.5543,4.53
18678,0.5543,4.53
18680,2.0585,4.46
18681,2.098,4.53
18683,1.7768,4.46
18684,0.5543,4.53
18685,4.856,4.53
18689,2.9291,4.64
18690,0.4841,4.6
18693,0.4841,4.6
18694,0.4841,4.6
18696,0.2314,4.61
18698,0.3979,4.15
18700,0.401,4.15
18701,0.4027,4.52
18702,0.7465,4.52
18703,0.7465,4.52
18704,0.4027,4.52
18706,0.4027,4.52
18708,0.3201,4.01
18711,1.3572,3.91
18712,1.7121,3.91
18713,3.1579,4.62
18715,1.7121,3.91
18719,1.7121,3.91
18722,1.3594,4.49
18723,0.0326,4.16
18725,1.3594,4.49
18726,1.3594,4.49
18733,0.9657,4.33
18734,0.1238,4.44
18736,0.1238,4.44
18738,0.1238,4.44
18739,0.087,4.44
18740,0.7398,4.35
18741,0.0156,4.35
18742,0.7398,4.35
18744,0.7398,4.35
18748,1.2956,4.45
18751,1.2281,4.17
18752,1.2956,4.45
18756,1.2956,4.45
18757,0.5535,4.17
18758,1.4204,4.3
18760,0.9622,4.44
18761,1.0178,4.3
18762,2.5858,4.44
18766,1.7157,4.44
18767,2.5858,4.44
18769,0.9622,4.44
18770,0.9622,4.44
18773,1.7157,4.44
18774,0.8384,4.3
18775,2.5858,4.44
18777,0.9216,4.46
18778,0.9216,4.46
18780,0.9216,4.46
18782,0.7862,4.08
18784,2.2305,4.54
18785,1.5477,4.54
18789,2.6547,4.54
18790,1.5477,4.54
18792,1.5477,4.54
18795,0.593,4.18
18796,1.47,4.46
18799,1.04,4.46
18802,1.0222,4.46
18803,1.04,4.46
18807,1.04,4.46
18809,0.772,4.28
18811,1.5643,4.48
18813,1.5643,4.48
18814,2.2471,4.48
18821,2.2526,4.47
18823,0.0926,4.47
18825,2.1199,4.48
18831,2.2471,4.48
18832,2.2471,4.48
18833,2.1534,4.47
18835,0.4316,4.48
18837,0.4316,4.48
18838,0.4316,4.48
18839,2.1106,4.47
18840,1.8429,4.51
18841,2.1199,4.48
18844,2.1199,4.48
18845,15.9913,4.47
18846,1.5643,4.48
18848,0.0533,4.08
18849,4.8857,4.44
18850,0.7986,4.44
18853,0.7986,4.44
18854,0.7986,4.44
18855,4.8857,4.44
18856,0.0611,4.08
18858,4.8857,4.44
18861,0.6887,4.24
18864,1.3084,4.44
18865,1.3361,4.45
18869,0.4358,4.37
18870,0.4358,4.37
18871,0.4358,4.37
18872,0.394,4.38
18875,0.394,4.38
18876,0.394,4.38
18878,0.2506,4.39
18880,0.3964,4.12
18882,1.8947,4.62
18884,0.5829,4.14
18887,2.0789,4.63
18888,1.8947,4.62
18889,1.8947,4.62
18892,0.2809,4.53
18894,0.2809,4.53
18896,0.0345,4.13
18898,0.2809,4.53
18900,0.2048,3.88
18903,4.0174,4.37
18904,3.4335,4.37
18906,0.5659,4.55
