,st_metratio
37548,[Fe/H]
37549,[Fe/H]
37550,[Fe/H]
37551,[Fe/H]
37552,[Fe/H]
37555,[Fe/H]
37557,[Fe/H]
37558,[Fe/H]
37559,[Fe/H]
37561,[Fe/H]
37563,[Fe/H]
37564,[Fe/H]
37567,[Fe/H]
37568,[Fe/H]
37569,[Fe/H]
37570,[Fe/H]
37571,[Fe/H]
37574,[Fe/H]
37576,[Fe/H]
37577,[M/H]
37579,[Fe/H]
37580,[Fe/H]
37581,[M/H]
37582,[Fe/H]
37588,[Fe/H]
37589,[Fe/H]
37590,[Fe/H]
37591,[Fe/H]
37592,[Fe/H]
37595,[Fe/H]
37596,[Fe/H]
37599,[Fe/H]
37601,[Fe/H]
37602,[Fe/H]
37603,[Fe/H]
37607,[Fe/H]
37610,[M/H]
37613,[Fe/H]
37614,[Fe/H]
37615,[Fe/H]
37617,[Fe/H]
37618,[M/H]
37619,[Fe/H]
37620,[Fe/H]
37622,[Fe/H]
37623,[Fe/H]
37624,[Fe/H]
37626,[Fe/H]
37629,[Fe/H]
37631,[Fe/H]
37632,[Fe/H]
37635,[Fe/H]
37636,[Fe/H]
37640,[Fe/H]
37642,[Fe/H]
37645,[Fe/H]
37646,[Fe/H]
37647,[Fe/H]
37648,[Fe/H]
37653,[Fe/H]
37657,[Fe/H]
37660,[Fe/H]
37661,[Fe/H]
37662,[Fe/H]
37663,[Fe/H]
37665,[Fe/H]
37671,[Fe/H]
37672,[M/H]
37673,[Fe/H]
37675,[Fe/H]
37677,[Fe/H]
37678,[Fe/H]
37679,[Fe/H]
37680,[Fe/H]
37681,[Fe/H]
37684,[Fe/H]
37686,[M/H]
37687,[Fe/H]
37688,[Fe/H]
37689,[Fe/H]
37691,[Fe/H]
37692,[Fe/H]
37697,[Fe/H]
37698,[Fe/H]
37700,[M/H]
37701,[Fe/H]
37702,[Fe/H]
37703,[Fe/H]
37704,[Fe/H]
37709,[Fe/H]
37712,[Fe/H]
37715,[Fe/H]
37717,[M/H]
37718,[Fe/H]
37721,[Fe/H]
37723,[Fe/H]
37724,[Fe/H]
37726,[Fe/H]
37727,[Fe/H]
37728,[Fe/H]
37729,[Fe/H]
37732,[Fe/H]
37735,[M/H]
37736,[Fe/H]
37737,[Fe/H]
37738,[Fe/H]
37739,[Fe/H]
37741,[Fe/H]
37744,[Fe/H]
37745,[Fe/H]
37750,[Fe/H]
37751,[Fe/H]
37752,[M/H]
37757,[Fe/H]
37758,[Fe/H]
37759,[Fe/H]
37760,[Fe/H]
37761,[M/H]
37763,[Fe/H]
37768,[Fe/H]
37770,[Fe/H]
37774,[Fe/H]
37776,[Fe/H]
37777,[Fe/H]
37779,[Fe/H]
37780,[Fe/H]
37782,[Fe/H]
37784,[Fe/H]
37785,[Fe/H]
37789,[Fe/H]
37792,[Fe/H]
37793,[Fe/H]
37794,[Fe/H]
37797,[Fe/H]
37799,[Fe/H]
37800,[M/H]
37802,[Fe/H]
37803,[Fe/H]
37805,[Fe/H]
37809,[Fe/H]
37810,[M/H]
37811,[Fe/H]
37812,[Fe/H]
37814,[Fe/H]
37817,[Fe/H]
37818,[Fe/H]
37820,[Fe/H]
37821,[Fe/H]
37822,[Fe/H]
37823,[Fe/H]
37825,[M/H]
37828,[Fe/H]
37830,[Fe/H]
37832,[Fe/H]
37833,[Fe/H]
37835,[Fe/H]
37841,[Fe/H]
37842,[Fe/H]
37843,[Fe/H]
37847,[Fe/H]
37849,[Fe/H]
37853,[Fe/H]
37854,[Fe/H]
37855,[Fe/H]
37856,[Fe/H]
37857,[Fe/H]
37861,[M/H]
37864,[Fe/H]
37866,[Fe/H]
37867,[Fe/H]
37869,[Fe/H]
37871,[Fe/H]
37872,[Fe/H]
37873,[M/H]
37876,[Fe/H]
37878,[Fe/H]
37882,[Fe/H]
37884,[Fe/H]
37885,[Fe/H]
37886,[Fe/H]
37890,[Fe/H]
37891,[Fe/H]
37892,[Fe/H]
37893,[Fe/H]
37895,[Fe/H]
37896,[Fe/H]
37902,[Fe/H]
37906,[Fe/H]
37907,[Fe/H]
37908,[M/H]
37909,[Fe/H]
37910,[Fe/H]
37911,[Fe/H]
37914,[Fe/H]
37917,[Fe/H]
37922,[Fe/H]
37923,[M/H]
37925,[Fe/H]
37926,[Fe/H]
37931,[Fe/H]
37932,[Fe/H]
37933,[Fe/H]
37935,[Fe/H]
37939,[Fe/H]
37940,[Fe/H]
37941,[Fe/H]
37942,[Fe/H]
37943,[Fe/H]
37945,[Fe/H]
37948,[Fe/H]
37950,[Fe/H]
37953,[Fe/H]
37954,[Fe/H]
37956,[Fe/H]
37960,[Fe/H]
37961,[Fe/H]
37962,[Fe/H]
37964,[Fe/H]
37966,[Fe/H]
37968,[Fe/H]
37973,[Fe/H]
37974,[Fe/H]
37975,[Fe/H]
37978,[Fe/H]
37979,[Fe/H]
37981,[Fe/H]
37983,[Fe/H]
37984,[Fe/H]
37985,[Fe/H]
37986,[Fe/H]
37987,[Fe/H]
37989,[Fe/H]
37990,[Fe/H]
37992,[Fe/H]
37993,[Fe/H]
38001,[Fe/H]
38004,[Fe/H]
38005,[Fe/H]
38006,[Fe/H]
38009,[Fe/H]
38010,[Fe/H]
38011,[Fe/H]
38015,[Fe/H]
38017,[Fe/H]
38019,[Fe/H]
38020,[Fe/H]
38024,[Fe/H]
38025,[Fe/H]
38028,[Fe/H]
38029,[Fe/H]
38030,[M/H]
38032,[Fe/H]
38033,[Fe/H]
38034,[Fe/H]
38035,[Fe/H]
38038,[Fe/H]
38042,[Fe/H]
38044,[Fe/H]
38045,[Fe/H]
38046,[Fe/H]
38051,[Fe/H]
38052,[Fe/H]
38053,[Fe/H]
38054,[Fe/H]
38060,[Fe/H]
38061,[Fe/H]
38062,[Fe/H]
38063,[Fe/H]
38064,[M/H]
38068,[Fe/H]
38069,[Fe/H]
38070,[Fe/H]
38071,[Fe/H]
38073,[Fe/H]
38075,[Fe/H]
38079,[Fe/H]
38080,[Fe/H]
38082,[Fe/H]
38085,[Fe/H]
38089,[Fe/H]
38091,[Fe/H]
38094,[Fe/H]
38098,[Fe/H]
38100,[Fe/H]
38101,[Fe/H]
38103,[Fe/H]
38104,[Fe/H]
38105,[Fe/H]
38108,[Fe/H]
38110,[Fe/H]
38112,[Fe/H]
38113,[Fe/H]
38114,[M/H]
38116,[Fe/H]
38118,[Fe/H]
38120,[Fe/H]
38121,[Fe/H]
38122,[Fe/H]
38128,[Fe/H]
38130,[M/H]
38131,[Fe/H]
38134,[Fe/H]
38135,[Fe/H]
38137,[Fe/H]
38139,[Fe/H]
38141,[Fe/H]
38142,[Fe/H]
38144,[Fe/H]
38146,[Fe/H]
38148,[Fe/H]
38150,[Fe/H]
38152,[Fe/H]
38155,[Fe/H]
38156,[Fe/H]
38159,[M/H]
38161,[Fe/H]
38162,[Fe/H]
38163,[Fe/H]
38164,[Fe/H]
38165,[Fe/H]
38167,[Fe/H]
38170,[Fe/H]
38171,[Fe/H]
38178,[Fe/H]
38180,[Fe/H]
38184,[Fe/H]
38185,[Fe/H]
38186,[Fe/H]
38187,[Fe/H]
38189,[Fe/H]
38190,[Fe/H]
38191,[Fe/H]
38194,[Fe/H]
38197,[Fe/H]
38198,[Fe/H]
38201,[Fe/H]
38204,[Fe/H]
38205,[Fe/H]
38206,[Fe/H]
38207,[Fe/H]
38210,[Fe/H]
38212,[Fe/H]
38213,[Fe/H]
38214,[Fe/H]
38216,[Fe/H]
38220,[Fe/H]
38221,[Fe/H]
38222,[Fe/H]
38224,[Fe/H]
38228,[Fe/H]
38229,[Fe/H]
38232,[Fe/H]
38237,[Fe/H]
38238,[Fe/H]
38241,[Fe/H]
38242,[Fe/H]
38244,[Fe/H]
38245,[Fe/H]
38247,[Fe/H]
38253,[Fe/H]
38254,[Fe/H]
38255,[Fe/H]
38256,[Fe/H]
38261,[Fe/H]
38264,[Fe/H]
38265,[M/H]
38266,[Fe/H]
38267,[Fe/H]
38268,[Fe/H]
38269,[Fe/H]
38272,[Fe/H]
38273,[Fe/H]
38274,[Fe/H]
38277,[Fe/H]
38280,[Fe/H]
38281,[Fe/H]
38282,[Fe/H]
38283,[Fe/H]
38284,[Fe/H]
38285,[Fe/H]
38288,[Fe/H]
38290,[Fe/H]
38294,[Fe/H]
38295,[Fe/H]
38299,[Fe/H]
38302,[Fe/H]
38303,[Fe/H]
38304,[Fe/H]
38305,[Fe/H]
38309,[Fe/H]
38310,[Fe/H]
38311,[Fe/H]
38314,[Fe/H]
38315,[Fe/H]
38318,[Fe/H]
38319,[Fe/H]
38322,[Fe/H]
38324,[Fe/H]
38329,[Fe/H]
38330,[Fe/H]
38331,[Fe/H]
38334,[Fe/H]
38335,[Fe/H]
38338,[Fe/H]
38340,[Fe/H]
38341,[Fe/H]
38342,[Fe/H]
38345,[Fe/H]
38347,[Fe/H]
38350,[Fe/H]
38352,[Fe/H]
38353,[M/H]
38354,[Fe/H]
38357,[Fe/H]
38358,[Fe/H]
38359,[Fe/H]
38360,[Fe/H]
38361,[Fe/H]
38363,[Fe/H]
38369,[Fe/H]
38373,[M/H]
38374,[Fe/H]
38375,[Fe/H]
38376,[Fe/H]
38378,[Fe/H]
38379,[Fe/H]
38381,[Fe/H]
38382,[Fe/H]
38386,[Fe/H]
38387,[Fe/H]
38388,[Fe/H]
38391,[Fe/H]
38395,[Fe/H]
38396,[Fe/H]
38398,[Fe/H]
38399,[Fe/H]
38400,[Fe/H]
38403,[Fe/H]
38406,[Fe/H]
38408,[Fe/H]
38409,[Fe/H]
38414,[Fe/H]
38415,[Fe/H]
38417,[Fe/H]
38418,[M/H]
38420,[Fe/H]
38422,[Fe/H]
38423,[Fe/H]
38424,[Fe/H]
38428,[Fe/H]
38430,[M/H]
38431,[Fe/H]
38432,[Fe/H]
38433,[Fe/H]
38436,[Fe/H]
38439,[Fe/H]
38440,[Fe/H]
38442,[Fe/H]
38449,[Fe/H]
38451,[Fe/H]
38453,[Fe/H]
38459,[Fe/H]
38460,[Fe/H]
38461,[Fe/H]
38463,[Fe/H]
38464,[Fe/H]
38465,[Fe/H]
38467,[Fe/H]
38469,[Fe/H]
38470,[Fe/H]
38473,[Fe/H]
38474,[Fe/H]
38475,[Fe/H]
38480,[Fe/H]
38481,[Fe/H]
38483,[Fe/H]
38484,[Fe/H]
38487,[Fe/H]
38488,[Fe/H]
38491,[Fe/H]
38493,[Fe/H]
38494,[Fe/H]
38498,[Fe/H]
38499,[Fe/H]
38502,[Fe/H]
38505,[M/H]
38506,[Fe/H]
38507,[Fe/H]
38509,[Fe/H]
38511,[Fe/H]
38515,[Fe/H]
38519,[Fe/H]
38521,[Fe/H]
38524,[Fe/H]
38526,[M/H]
38527,[Fe/H]
38529,[Fe/H]
38530,[Fe/H]
38536,[Fe/H]
38538,[Fe/H]
38539,[Fe/H]
38540,[Fe/H]
38545,[Fe/H]
38546,[Fe/H]
38551,[Fe/H]
38552,[Fe/H]
38554,[Fe/H]
38558,[Fe/H]
38559,[Fe/H]
38560,[Fe/H]
38562,[Fe/H]
38566,[Fe/H]
38568,[Fe/H]
38570,[Fe/H]
38571,[Fe/H]
38572,[Fe/H]
38575,[Fe/H]
38576,[Fe/H]
38577,[Fe/H]
38581,[Fe/H]
38584,[M/H]
38585,[Fe/H]
38586,[Fe/H]
38589,[Fe/H]
38590,[Fe/H]
38591,[Fe/H]
38592,[Fe/H]
38593,[Fe/H]
38594,[Fe/H]
38597,[Fe/H]
38599,[Fe/H]
38604,[Fe/H]
38606,[Fe/H]
38608,[Fe/H]
38611,[M/H]
38612,[Fe/H]
38615,[Fe/H]
38617,[Fe/H]
38619,[Fe/H]
38620,[Fe/H]
38623,[Fe/H]
38624,[Fe/H]
38625,[Fe/H]
38626,[M/H]
38627,[Fe/H]
38632,[Fe/H]
38633,[Fe/H]
38634,[Fe/H]
38635,[Fe/H]
38636,[Fe/H]
38638,[Fe/H]
38640,[Fe/H]
38642,[Fe/H]
38647,[Fe/H]
38648,[Fe/H]
38649,[Fe/H]
38651,[Fe/H]
38654,[Fe/H]
38655,[Fe/H]
38660,[Fe/H]
38663,[Fe/H]
38664,[Fe/H]
38671,[Fe/H]
38673,[Fe/H]
38676,[Fe/H]
38677,[Fe/H]
38680,[Fe/H]
38681,[Fe/H]
38683,[Fe/H]
38684,[Fe/H]
38685,[Fe/H]
38686,[Fe/H]
38688,[Fe/H]
38689,[Fe/H]
38693,[Fe/H]
38696,[Fe/H]
38697,[Fe/H]
38699,[Fe/H]
38700,[Fe/H]
38703,[Fe/H]
38704,[Fe/H]
38705,[Fe/H]
38709,[Fe/H]
38710,[Fe/H]
38714,[Fe/H]
38715,[Fe/H]
38717,[Fe/H]
38718,[Fe/H]
38722,[Fe/H]
38723,[Fe/H]
38724,[Fe/H]
38727,[Fe/H]
38728,[M/H]
38733,[Fe/H]
38734,[Fe/H]
38735,[Fe/H]
38737,[Fe/H]
38741,[Fe/H]
38742,[Fe/H]
38743,[Fe/H]
38744,[Fe/H]
38747,[Fe/H]
38749,[Fe/H]
38752,[Fe/H]
38753,[Fe/H]
38758,[Fe/H]
38759,[Fe/H]
38760,[Fe/H]
38762,[Fe/H]
38764,[Fe/H]
38767,[Fe/H]
38769,[Fe/H]
38770,[Fe/H]
38772,[Fe/H]
38773,[M/H]
38774,[Fe/H]
38775,[Fe/H]
38777,[Fe/H]
38778,[Fe/H]
38780,[Fe/H]
38781,[Fe/H]
38782,[Fe/H]
38783,[Fe/H]
38784,[Fe/H]
38786,[Fe/H]
38790,[Fe/H]
38791,[Fe/H]
38792,[Fe/H]
38795,[M/H]
38796,[Fe/H]
38798,[Fe/H]
38800,[Fe/H]
38803,[Fe/H]
38804,[Fe/H]
38806,[Fe/H]
38808,[Fe/H]
38809,[Fe/H]
38814,[Fe/H]
38815,[Fe/H]
38816,[Fe/H]
38818,[Fe/H]
38819,[Fe/H]
38820,[Fe/H]
38825,[Fe/H]
38827,[Fe/H]
38828,[Fe/H]
38832,[Fe/H]
38836,[Fe/H]
38837,[Fe/H]
38838,[Fe/H]
38841,[Fe/H]
38842,[Fe/H]
38843,[Fe/H]
38846,[Fe/H]
38848,[Fe/H]
38851,[Fe/H]
38852,[Fe/H]
38857,[Fe/H]
38859,[Fe/H]
38860,[Fe/H]
38862,[Fe/H]
38864,[Fe/H]
38865,[Fe/H]
38867,[Fe/H]
38870,[Fe/H]
38873,[Fe/H]
38875,[Fe/H]
38876,[Fe/H]
38877,[Fe/H]
38880,[Fe/H]
38881,[Fe/H]
38882,[Fe/H]
38883,[Fe/H]
38885,[Fe/H]
38886,[Fe/H]
38890,[Fe/H]
38893,[Fe/H]
38898,[Fe/H]
38899,[Fe/H]
38901,[Fe/H]
38902,[Fe/H]
38903,[Fe/H]
38907,[Fe/H]
38912,[Fe/H]
38913,[Fe/H]
38914,[Fe/H]
38915,[Fe/H]
38916,[Fe/H]
38917,[Fe/H]
38919,[Fe/H]
38921,[Fe/H]
38922,[Fe/H]
38923,[Fe/H]
38925,[Fe/H]
38926,[Fe/H]
38927,[Fe/H]
38929,[Fe/H]
38935,[Fe/H]
38937,[Fe/H]
38938,[Fe/H]
38941,[Fe/H]
38942,[M/H]
38945,[Fe/H]
38947,[Fe/H]
38948,[Fe/H]
38949,[Fe/H]
38950,[Fe/H]
38956,[Fe/H]
38957,[Fe/H]
38959,[Fe/H]
38960,[Fe/H]
38961,[Fe/H]
38964,[Fe/H]
38965,[Fe/H]
38968,[Fe/H]
38971,[Fe/H]
38973,[M/H]
38974,[Fe/H]
38975,[Fe/H]
38977,[Fe/H]
38978,[Fe/H]
38980,[Fe/H]
38981,[Fe/H]
38984,[Fe/H]
38987,[M/H]
38988,[Fe/H]
38989,[Fe/H]
38990,[M/H]
38991,[Fe/H]
38992,[Fe/H]
38995,[Fe/H]
38998,[Fe/H]
39000,[Fe/H]
39002,[Fe/H]
39003,[Fe/H]
39005,[Fe/H]
39007,[Fe/H]
39008,[Fe/H]
39011,[Fe/H]
39012,[Fe/H]
39014,[M/H]
39016,[Fe/H]
39018,[Fe/H]
39020,[Fe/H]
39021,[Fe/H]
39022,[Fe/H]
39025,[Fe/H]
39030,[Fe/H]
39031,[Fe/H]
39033,[Fe/H]
39034,[Fe/H]
39035,[Fe/H]
39038,[Fe/H]
39039,[Fe/H]
39043,[Fe/H]
39044,[Fe/H]
39045,[M/H]
39047,[Fe/H]
39051,[Fe/H]
39052,[Fe/H]
39053,[Fe/H]
39056,[Fe/H]
39058,[Fe/H]
39059,[Fe/H]
39062,[Fe/H]
39063,[Fe/H]
39068,[Fe/H]
39070,[Fe/H]
39071,[Fe/H]
39072,[Fe/H]
39074,[Fe/H]
39075,[Fe/H]
39078,[Fe/H]
39083,[Fe/H]
39085,[Fe/H]
39086,[Fe/H]
39088,[Fe/H]
39089,[Fe/H]
39093,[Fe/H]
39094,[Fe/H]
39097,[Fe/H]
39099,[Fe/H]
39101,[Fe/H]
39102,[Fe/H]
39104,[Fe/H]
39106,[Fe/H]
39108,[Fe/H]
39110,[Fe/H]
39113,[Fe/H]
39114,[Fe/H]
39115,[Fe/H]
39116,[Fe/H]
39117,[M/H]
39120,[Fe/H]
39122,[Fe/H]
39128,[Fe/H]
39129,[Fe/H]
39130,[Fe/H]
39132,[Fe/H]
39133,[Fe/H]
39134,[Fe/H]
39139,[Fe/H]
39141,[Fe/H]
39142,[Fe/H]
39143,[Fe/H]
39145,[Fe/H]
39147,[M/H]
39149,[Fe/H]
39150,[Fe/H]
39152,[Fe/H]
39153,[Fe/H]
39154,[Fe/H]
39159,[Fe/H]
39161,[Fe/H]
39163,[Fe/H]
39164,[Fe/H]
39166,[Fe/H]
39167,[Fe/H]
39172,[Fe/H]
39174,[Fe/H]
39175,[M/H]
39177,[Fe/H]
39178,[Fe/H]
39180,[Fe/H]
39183,[Fe/H]
39186,[Fe/H]
39187,[Fe/H]
39191,[Fe/H]
39192,[Fe/H]
39194,[Fe/H]
39195,[Fe/H]
39197,[Fe/H]
39200,[Fe/H]
39201,[Fe/H]
39203,[Fe/H]
39204,[Fe/H]
39205,[Fe/H]
39212,[Fe/H]
39215,[Fe/H]
39217,[Fe/H]
39221,[M/H]
39223,[Fe/H]
39224,[Fe/H]
39225,[Fe/H]
39227,[Fe/H]
39229,[Fe/H]
39230,[Fe/H]
39236,[Fe/H]
39237,[Fe/H]
39238,[Fe/H]
39240,[Fe/H]
39242,[Fe/H]
39245,[Fe/H]
39246,[Fe/H]
39248,[Fe/H]
39249,[Fe/H]
39251,[Fe/H]
39254,[Fe/H]
39256,[Fe/H]
39258,[Fe/H]
39262,[Fe/H]
39263,[Fe/H]
39266,[Fe/H]
39270,[Fe/H]
39271,[Fe/H]
39272,[Fe/H]
39273,[Fe/H]
39275,[Fe/H]
39276,[Fe/H]
39278,[Fe/H]
39280,[Fe/H]
39282,[Fe/H]
39285,[Fe/H]
39287,[Fe/H]
39288,[Fe/H]
39290,[Fe/H]
39292,[Fe/H]
39295,[Fe/H]
39296,[Fe/H]
39300,[Fe/H]
39301,[Fe/H]
39302,[Fe/H]
39303,[M/H]
39304,[Fe/H]
39305,[Fe/H]
39306,[Fe/H]
39314,[M/H]
39315,[Fe/H]
39316,[Fe/H]
39318,[Fe/H]
39319,[Fe/H]
39322,[Fe/H]
39323,[Fe/H]
39325,[Fe/H]
39326,[M/H]
39328,[Fe/H]
39330,[Fe/H]
39333,[Fe/H]
39334,[Fe/H]
39336,[Fe/H]
39337,[Fe/H]
39339,[Fe/H]
39340,[Fe/H]
39342,[Fe/H]
39343,[Fe/H]
39344,[Fe/H]
39346,[Fe/H]
39349,[Fe/H]
39351,[Fe/H]
39353,[Fe/H]
39355,[M/H]
39360,[Fe/H]
39363,[Fe/H]
39364,[Fe/H]
39366,[Fe/H]
39367,[M/H]
39369,[Fe/H]
39371,[Fe/H]
39372,[Fe/H]
39373,[Fe/H]
39374,[Fe/H]
39375,[Fe/H]
39376,[Fe/H]
39377,[M/H]
39379,[M/H]
39380,[Fe/H]
39382,[Fe/H]
39386,[Fe/H]
39388,[Fe/H]
39389,[Fe/H]
39395,[Fe/H]
39396,[Fe/H]
39397,[Fe/H]
39400,[M/H]
39401,[Fe/H]
39402,[Fe/H]
39403,[Fe/H]
39406,[M/H]
39408,[Fe/H]
39410,[Fe/H]
39412,[Fe/H]
39414,[Fe/H]
39415,[Fe/H]
39416,[Fe/H]
39420,[Fe/H]
39421,[Fe/H]
39424,[Fe/H]
39425,[Fe/H]
39427,[Fe/H]
39428,[Fe/H]
39433,[Fe/H]
39434,[Fe/H]
39435,[Fe/H]
39437,[Fe/H]
39438,[Fe/H]
39439,[Fe/H]
39443,[Fe/H]
39445,[Fe/H]
39446,[Fe/H]
39450,[Fe/H]
39451,[Fe/H]
39452,[Fe/H]
39453,[Fe/H]
39454,[Fe/H]
39458,[Fe/H]
39461,[M/H]
39462,[Fe/H]
39463,[Fe/H]
39464,[Fe/H]
39467,[Fe/H]
39468,[Fe/H]
39469,[Fe/H]
39471,[Fe/H]
39474,[Fe/H]
39475,[M/H]
39478,[Fe/H]
39480,[Fe/H]
39481,[Fe/H]
39482,[Fe/H]
39484,[Fe/H]
39486,[Fe/H]
39488,[Fe/H]
39490,[Fe/H]
39494,[Fe/H]
39496,[Fe/H]
39500,[Fe/H]
39501,[Fe/H]
39502,[Fe/H]
39505,[Fe/H]
39506,[Fe/H]
39508,[Fe/H]
39509,[Fe/H]
39510,[Fe/H]
39516,[Fe/H]
39518,[Fe/H]
39519,[Fe/H]
39521,[Fe/H]
39523,[Fe/H]
39524,[Fe/H]
39526,[Fe/H]
39527,[Fe/H]
39529,[Fe/H]
39533,[Fe/H]
39535,[Fe/H]
39537,[Fe/H]
39538,[Fe/H]
39539,[Fe/H]
39542,[Fe/H]
39543,[Fe/H]
39544,[Fe/H]
39546,[M/H]
39547,[Fe/H]
39554,[Fe/H]
39555,[Fe/H]
39556,[Fe/H]
39558,[Fe/H]
39561,[Fe/H]
39563,[Fe/H]
39564,[Fe/H]
39565,[Fe/H]
39566,[Fe/H]
39568,[Fe/H]
39571,[Fe/H]
39573,[Fe/H]
39575,[Fe/H]
39576,[Fe/H]
39578,[Fe/H]
39579,[Fe/H]
39583,[Fe/H]
39585,[M/H]
39587,[Fe/H]
39588,[Fe/H]
39589,[Fe/H]
39593,[Fe/H]
39596,[Fe/H]
39597,[Fe/H]
39599,[Fe/H]
39601,[Fe/H]
39602,[Fe/H]
39603,[M/H]
39605,[Fe/H]
39608,[Fe/H]
39610,[Fe/H]
39613,[Fe/H]
39616,[Fe/H]
39617,[Fe/H]
39618,[Fe/H]
39620,[Fe/H]
39625,[Fe/H]
39626,[Fe/H]
39627,[Fe/H]
39629,[Fe/H]
39630,[Fe/H]
39634,[Fe/H]
39635,[Fe/H]
39636,[Fe/H]
39638,[Fe/H]
39643,[Fe/H]
39644,[Fe/H]
39645,[M/H]
39646,[Fe/H]
39651,[Fe/H]
39658,[Fe/H]
39659,[Fe/H]
39661,[Fe/H]
39662,[Fe/H]
39663,[Fe/H]
39668,[Fe/H]
39670,[Fe/H]
39672,[Fe/H]
39673,[Fe/H]
39676,[Fe/H]
39678,[Fe/H]
39679,[Fe/H]
39681,[Fe/H]
39684,[Fe/H]
39687,[Fe/H]
39689,[Fe/H]
39691,[Fe/H]
39692,[Fe/H]
39693,[Fe/H]
39694,[Fe/H]
39695,[Fe/H]
39701,[Fe/H]
39702,[Fe/H]
39705,[M/H]
39706,[Fe/H]
39708,[Fe/H]
39709,[Fe/H]
39711,[Fe/H]
39715,[Fe/H]
39716,[Fe/H]
39718,[Fe/H]
39720,[Fe/H]
39722,[Fe/H]
39725,[Fe/H]
39726,[M/H]
39727,[Fe/H]
39728,[Fe/H]
39731,[Fe/H]
39732,[Fe/H]
39733,[Fe/H]
39734,[Fe/H]
39736,[Fe/H]
39737,[Fe/H]
39741,[Fe/H]
39742,[Fe/H]
39744,[Fe/H]
39745,[Fe/H]
39747,[Fe/H]
39748,[Fe/H]
39753,[Fe/H]
39754,[Fe/H]
39757,[Fe/H]
39759,[Fe/H]
39761,[Fe/H]
39762,[Fe/H]
39768,[Fe/H]
39769,[Fe/H]
39770,[Fe/H]
39771,[Fe/H]
39777,[Fe/H]
39780,[Fe/H]
39781,[Fe/H]
39782,[Fe/H]
39783,[Fe/H]
39785,[Fe/H]
39786,[Fe/H]
39788,[Fe/H]
39790,[Fe/H]
39792,[M/H]
39795,[Fe/H]
39796,[Fe/H]
39798,[M/H]
39799,[Fe/H]
39800,[Fe/H]
39805,[Fe/H]
39806,[Fe/H]
39807,[Fe/H]
39808,[Fe/H]
39809,[Fe/H]
39810,[Fe/H]
39811,[Fe/H]
39815,[Fe/H]
39816,[Fe/H]
39818,[Fe/H]
39819,[Fe/H]
39820,[Fe/H]
39824,[Fe/H]
39825,[M/H]
39826,[Fe/H]
39827,[Fe/H]
39828,[Fe/H]
39829,[M/H]
39832,[Fe/H]
39833,[Fe/H]
39835,[Fe/H]
39836,[Fe/H]
39838,[Fe/H]
39840,[Fe/H]
39843,[Fe/H]
39846,[M/H]
39847,[Fe/H]
39848,[Fe/H]
39849,[Fe/H]
39852,[M/H]
39855,[Fe/H]
39856,[Fe/H]
39857,[Fe/H]
39862,[Fe/H]
39863,[M/H]
39864,[Fe/H]
39865,[Fe/H]
39867,[Fe/H]
39872,[Fe/H]
39873,[Fe/H]
39875,[Fe/H]
39876,[Fe/H]
39877,[M/H]
39879,[Fe/H]
39880,[Fe/H]
39881,[M/H]
39882,[Fe/H]
39885,[Fe/H]
39888,[Fe/H]
39890,[Fe/H]
39891,[Fe/H]
39893,[Fe/H]
39894,[Fe/H]
39897,[Fe/H]
39899,[Fe/H]
39901,[Fe/H]
39903,[M/H]
39904,[Fe/H]
39905,[Fe/H]
39907,[Fe/H]
39913,[Fe/H]
39915,[Fe/H]
39916,[Fe/H]
39918,[Fe/H]
39919,[Fe/H]
39920,[Fe/H]
39922,[M/H]
39925,[Fe/H]
39926,[Fe/H]
39929,[Fe/H]
39931,[Fe/H]
39932,[Fe/H]
39933,[Fe/H]
39934,[Fe/H]
39935,[Fe/H]
39936,[Fe/H]
39939,[Fe/H]
39942,[Fe/H]
39944,[Fe/H]
39948,[Fe/H]
39951,[Fe/H]
39952,[Fe/H]
39953,[Fe/H]
39958,[Fe/H]
39959,[Fe/H]
39960,[Fe/H]
39963,[Fe/H]
39965,[Fe/H]
39968,[Fe/H]
39970,[Fe/H]
39971,[Fe/H]
39973,[Fe/H]
39974,[Fe/H]
39975,[Fe/H]
39976,[Fe/H]
39979,[Fe/H]
39980,[Fe/H]
39982,[Fe/H]
39983,[Fe/H]
39985,[Fe/H]
39986,[Fe/H]
39988,[M/H]
39993,[Fe/H]
39994,[Fe/H]
39996,[Fe/H]
39997,[Fe/H]
39998,[Fe/H]
39999,[Fe/H]
40000,[Fe/H]
40001,[M/H]
40005,[Fe/H]
40007,[Fe/H]
40010,[Fe/H]
40012,[Fe/H]
40013,[M/H]
40015,[Fe/H]
40016,[Fe/H]
40018,[Fe/H]
40020,[Fe/H]
40021,[Fe/H]
40023,[Fe/H]
40026,[Fe/H]
40027,[Fe/H]
40032,[Fe/H]
40033,[Fe/H]
40034,[Fe/H]
40038,[Fe/H]
40040,[Fe/H]
40041,[Fe/H]
40044,[Fe/H]
40045,[Fe/H]
40047,[Fe/H]
40048,[Fe/H]
40049,[Fe/H]
40051,[Fe/H]
40054,[Fe/H]
40055,[Fe/H]
40059,[Fe/H]
40060,[Fe/H]
40061,[Fe/H]
40064,[Fe/H]
40066,[Fe/H]
40069,[Fe/H]
40071,[Fe/H]
40073,[Fe/H]
40075,[Fe/H]
40076,[Fe/H]
40078,[Fe/H]
40079,[M/H]
40080,[Fe/H]
