,st_metratio
23271,[Fe/H]
23272,[Fe/H]
23274,[Fe/H]
23275,[Fe/H]
23277,[Fe/H]
23279,[Fe/H]
23282,[Fe/H]
23284,[Fe/H]
23286,[Fe/H]
23287,[M/H]
23288,[Fe/H]
23290,[Fe/H]
23292,[Fe/H]
23293,[Fe/H]
23294,[Fe/H]
23295,[Fe/H]
23297,[Fe/H]
23299,[Fe/H]
23302,[Fe/H]
23303,[Fe/H]
23305,[Fe/H]
23308,[Fe/H]
23311,[Fe/H]
23312,[Fe/H]
23313,[Fe/H]
23318,[Fe/H]
23320,[Fe/H]
23321,[Fe/H]
23322,[Fe/H]
23323,[Fe/H]
23326,[Fe/H]
23327,[Fe/H]
23329,[Fe/H]
23331,[Fe/H]
23333,[Fe/H]
23335,[M/H]
23336,[Fe/H]
23337,[Fe/H]
23338,[Fe/H]
23342,[Fe/H]
23345,[Fe/H]
23346,[Fe/H]
23347,[Fe/H]
23349,[Fe/H]
23352,[Fe/H]
23354,[Fe/H]
23358,[Fe/H]
23361,[Fe/H]
23362,[Fe/H]
23363,[Fe/H]
23365,[Fe/H]
23368,[Fe/H]
23369,[Fe/H]
23370,[Fe/H]
23371,[Fe/H]
23372,[Fe/H]
23373,[Fe/H]
23374,[Fe/H]
23375,[Fe/H]
23379,[M/H]
23383,[Fe/H]
23384,[Fe/H]
23387,[Fe/H]
23388,[Fe/H]
23389,[Fe/H]
23391,[M/H]
23392,[Fe/H]
23397,[Fe/H]
23399,[Fe/H]
23400,[Fe/H]
23401,[Fe/H]
23403,[Fe/H]
23407,[Fe/H]
23408,[Fe/H]
23409,[Fe/H]
23411,[Fe/H]
23414,[Fe/H]
23417,[Fe/H]
23418,[Fe/H]
23419,[Fe/H]
23420,[Fe/H]
23421,[M/H]
23424,[Fe/H]
23425,[Fe/H]
23428,[Fe/H]
23429,[Fe/H]
23430,[Fe/H]
23433,[Fe/H]
23434,[M/H]
23435,[Fe/H]
23437,[Fe/H]
23439,[Fe/H]
23441,[Fe/H]
23442,[Fe/H]
23443,[Fe/H]
23446,[Fe/H]
23447,[Fe/H]
23449,[M/H]
23450,[Fe/H]
23452,[Fe/H]
23456,[Fe/H]
23458,[Fe/H]
23459,[Fe/H]
23460,[Fe/H]
23462,[Fe/H]
23464,[Fe/H]
23467,[Fe/H]
23468,[Fe/H]
23471,[Fe/H]
23475,[Fe/H]
23476,[Fe/H]
23477,[Fe/H]
23478,[Fe/H]
23480,[Fe/H]
23482,[Fe/H]
23483,[Fe/H]
23487,[Fe/H]
23489,[Fe/H]
23491,[Fe/H]
23492,[Fe/H]
23494,[Fe/H]
23498,[Fe/H]
23499,[Fe/H]
23500,[Fe/H]
23503,[Fe/H]
23505,[Fe/H]
23507,[Fe/H]
23509,[Fe/H]
23512,[Fe/H]
23516,[Fe/H]
23517,[Fe/H]
23518,[Fe/H]
23519,[Fe/H]
23520,[Fe/H]
23523,[Fe/H]
23524,[Fe/H]
23525,[Fe/H]
23530,[Fe/H]
23532,[Fe/H]
23533,[Fe/H]
23534,[Fe/H]
23536,[Fe/H]
23539,[Fe/H]
23541,[Fe/H]
23543,[Fe/H]
23545,[Fe/H]
23546,[Fe/H]
23547,[Fe/H]
23551,[Fe/H]
23552,[Fe/H]
23553,[Fe/H]
23554,[Fe/H]
23556,[Fe/H]
23559,[Fe/H]
23562,[Fe/H]
23563,[Fe/H]
23564,[Fe/H]
23566,[Fe/H]
23569,[Fe/H]
23572,[Fe/H]
23574,[Fe/H]
23575,[Fe/H]
23576,[Fe/H]
23581,[Fe/H]
23582,[Fe/H]
23583,[M/H]
23584,[Fe/H]
23586,[Fe/H]
23589,[Fe/H]
23591,[Fe/H]
23593,[Fe/H]
23594,[Fe/H]
23595,[Fe/H]
23596,[M/H]
23599,[Fe/H]
23601,[Fe/H]
23604,[Fe/H]
23605,[Fe/H]
23606,[Fe/H]
23607,[Fe/H]
23608,[Fe/H]
23609,[Fe/H]
23610,[Fe/H]
23611,[Fe/H]
23613,[M/H]
23614,[Fe/H]
23615,[Fe/H]
23616,[Fe/H]
23618,[Fe/H]
23619,[Fe/H]
23620,[Fe/H]
23625,[Fe/H]
23626,[Fe/H]
23627,[M/H]
23628,[Fe/H]
23629,[Fe/H]
23631,[Fe/H]
23634,[Fe/H]
23635,[Fe/H]
23636,[Fe/H]
23637,[Fe/H]
23639,[Fe/H]
23645,[Fe/H]
23646,[Fe/H]
23649,[Fe/H]
23650,[Fe/H]
23651,[Fe/H]
23652,[Fe/H]
23654,[Fe/H]
23655,[Fe/H]
23657,[Fe/H]
23658,[Fe/H]
23659,[Fe/H]
23661,[M/H]
23664,[Fe/H]
23665,[Fe/H]
23668,[Fe/H]
23669,[Fe/H]
23671,[Fe/H]
23672,[Fe/H]
23673,[Fe/H]
23674,[M/H]
23677,[Fe/H]
23681,[Fe/H]
23683,[Fe/H]
23684,[Fe/H]
23686,[Fe/H]
23687,[Fe/H]
23688,[M/H]
23689,[Fe/H]
23690,[Fe/H]
23695,[Fe/H]
23697,[Fe/H]
23701,[Fe/H]
23702,[Fe/H]
23704,[Fe/H]
23705,[M/H]
23706,[Fe/H]
23710,[Fe/H]
23711,[Fe/H]
23713,[Fe/H]
23716,[Fe/H]
23717,[Fe/H]
23721,[Fe/H]
23722,[Fe/H]
23723,[Fe/H]
23725,[Fe/H]
23728,[Fe/H]
23729,[Fe/H]
23730,[Fe/H]
23733,[Fe/H]
23734,[Fe/H]
23735,[Fe/H]
23736,[M/H]
23737,[Fe/H]
23739,[Fe/H]
23741,[Fe/H]
23742,[Fe/H]
23745,[Fe/H]
23746,[Fe/H]
23747,[Fe/H]
23748,[M/H]
23749,[Fe/H]
23750,[Fe/H]
23751,[Fe/H]
23752,[Fe/H]
23755,[Fe/H]
23757,[M/H]
23758,[Fe/H]
23760,[Fe/H]
23761,[Fe/H]
23762,[Fe/H]
23763,[Fe/H]
23765,[Fe/H]
23770,[Fe/H]
23771,[Fe/H]
23772,[Fe/H]
23775,[Fe/H]
23776,[Fe/H]
23777,[Fe/H]
23778,[Fe/H]
23783,[Fe/H]
23784,[Fe/H]
23785,[Fe/H]
23788,[Fe/H]
23789,[Fe/H]
23791,[Fe/H]
23792,[M/H]
23794,[Fe/H]
23795,[Fe/H]
23797,[Fe/H]
23798,[Fe/H]
23799,[Fe/H]
23800,[Fe/H]
23801,[Fe/H]
23802,[Fe/H]
23805,[Fe/H]
23807,[Fe/H]
23808,[Fe/H]
23809,[Fe/H]
23810,[Fe/H]
23812,[M/H]
23813,[Fe/H]
23814,[Fe/H]
23816,[Fe/H]
23817,[Fe/H]
23820,[Fe/H]
23821,[Fe/H]
23822,[Fe/H]
23823,[Fe/H]
23824,[Fe/H]
23828,[Fe/H]
23829,[Fe/H]
23830,[Fe/H]
23832,[Fe/H]
23833,[Fe/H]
23834,[Fe/H]
23835,[Fe/H]
23836,[Fe/H]
23837,[M/H]
23838,[Fe/H]
23840,[M/H]
23841,[Fe/H]
23843,[Fe/H]
23844,[Fe/H]
23845,[Fe/H]
23847,[Fe/H]
23849,[Fe/H]
23850,[Fe/H]
23852,[Fe/H]
23853,[Fe/H]
23854,[Fe/H]
23856,[Fe/H]
23857,[Fe/H]
23858,[Fe/H]
23859,[Fe/H]
23860,[Fe/H]
23861,[M/H]
23866,[Fe/H]
23868,[Fe/H]
23869,[Fe/H]
23872,[Fe/H]
23873,[Fe/H]
23875,[Fe/H]
23876,[Fe/H]
23878,[Fe/H]
23879,[Fe/H]
23880,[Fe/H]
23884,[Fe/H]
23886,[Fe/H]
23887,[Fe/H]
23888,[Fe/H]
23890,[Fe/H]
23892,[Fe/H]
23894,[Fe/H]
23895,[Fe/H]
23896,[Fe/H]
23898,[Fe/H]
23899,[M/H]
23902,[Fe/H]
23904,[Fe/H]
23907,[Fe/H]
23908,[Fe/H]
23909,[Fe/H]
23910,[M/H]
23911,[Fe/H]
23912,[Fe/H]
23913,[Fe/H]
23915,[Fe/H]
23916,[Fe/H]
23917,[Fe/H]
23921,[Fe/H]
23922,[Fe/H]
23924,[Fe/H]
23926,[Fe/H]
23927,[Fe/H]
23928,[Fe/H]
23931,[Fe/H]
23933,[Fe/H]
23934,[Fe/H]
23935,[Fe/H]
23936,[Fe/H]
23937,[Fe/H]
23938,[Fe/H]
23939,[Fe/H]
23940,[Fe/H]
23941,[Fe/H]
23942,[Fe/H]
23943,[Fe/H]
23944,[Fe/H]
23950,[Fe/H]
23953,[Fe/H]
23954,[Fe/H]
23955,[Fe/H]
23957,[Fe/H]
23958,[Fe/H]
23959,[M/H]
23960,[Fe/H]
23963,[Fe/H]
23964,[Fe/H]
23965,[Fe/H]
23968,[Fe/H]
23969,[Fe/H]
23970,[Fe/H]
23972,[Fe/H]
23973,[Fe/H]
23974,[Fe/H]
23975,[Fe/H]
23982,[Fe/H]
23986,[Fe/H]
23987,[Fe/H]
23988,[Fe/H]
23989,[Fe/H]
23993,[Fe/H]
23994,[Fe/H]
23995,[Fe/H]
23997,[Fe/H]
23998,[Fe/H]
23999,[M/H]
24000,[Fe/H]
24001,[Fe/H]
24003,[Fe/H]
24004,[M/H]
24006,[Fe/H]
24007,[Fe/H]
24008,[Fe/H]
24010,[Fe/H]
24011,[Fe/H]
24013,[Fe/H]
24014,[Fe/H]
24015,[Fe/H]
24016,[Fe/H]
24019,[Fe/H]
24024,[Fe/H]
24025,[Fe/H]
24026,[Fe/H]
24027,[Fe/H]
24028,[Fe/H]
24029,[Fe/H]
24030,[Fe/H]
24032,[Fe/H]
24033,[Fe/H]
24034,[Fe/H]
24036,[Fe/H]
24038,[Fe/H]
24039,[Fe/H]
24040,[Fe/H]
24042,[Fe/H]
24044,[Fe/H]
24045,[Fe/H]
24047,[Fe/H]
24048,[Fe/H]
24050,[Fe/H]
24051,[Fe/H]
24053,[Fe/H]
24055,[Fe/H]
24056,[Fe/H]
24057,[Fe/H]
24059,[Fe/H]
24062,[Fe/H]
24063,[Fe/H]
24064,[Fe/H]
24067,[Fe/H]
24068,[Fe/H]
24069,[Fe/H]
24071,[Fe/H]
24073,[Fe/H]
24074,[Fe/H]
24076,[Fe/H]
24077,[Fe/H]
24078,[M/H]
24080,[Fe/H]
24081,[Fe/H]
24082,[Fe/H]
24083,[Fe/H]
24084,[Fe/H]
24085,[Fe/H]
24089,[Fe/H]
24090,[Fe/H]
24093,[Fe/H]
24094,[M/H]
24096,[Fe/H]
24097,[Fe/H]
24100,[Fe/H]
24102,[Fe/H]
24103,[Fe/H]
24104,[Fe/H]
24107,[Fe/H]
24110,[Fe/H]
24113,[Fe/H]
24114,[Fe/H]
24115,[Fe/H]
24119,[Fe/H]
24120,[Fe/H]
24122,[Fe/H]
24124,[Fe/H]
24125,[Fe/H]
24127,[Fe/H]
24129,[Fe/H]
24130,[Fe/H]
24132,[Fe/H]
24133,[Fe/H]
24136,[Fe/H]
24137,[Fe/H]
24138,[Fe/H]
24139,[Fe/H]
24140,[Fe/H]
24143,[Fe/H]
24146,[Fe/H]
24147,[Fe/H]
24149,[Fe/H]
24150,[Fe/H]
24152,[Fe/H]
24153,[Fe/H]
24154,[Fe/H]
24157,[Fe/H]
24158,[Fe/H]
24161,[Fe/H]
24163,[Fe/H]
24165,[Fe/H]
24166,[Fe/H]
24167,[Fe/H]
24168,[Fe/H]
24170,[Fe/H]
24172,[Fe/H]
24173,[Fe/H]
24175,[Fe/H]
24176,[Fe/H]
24177,[Fe/H]
24178,[Fe/H]
24179,[Fe/H]
24180,[Fe/H]
24181,[Fe/H]
24183,[M/H]
24186,[Fe/H]
24188,[Fe/H]
24190,[Fe/H]
24191,[Fe/H]
24192,[Fe/H]
24194,[Fe/H]
24195,[Fe/H]
24197,[Fe/H]
24198,[Fe/H]
24199,[Fe/H]
24201,[Fe/H]
24203,[Fe/H]
24205,[Fe/H]
24206,[Fe/H]
24207,[Fe/H]
24208,[Fe/H]
24210,[M/H]
24211,[Fe/H]
24213,[Fe/H]
24214,[Fe/H]
24215,[Fe/H]
24217,[Fe/H]
24218,[Fe/H]
24221,[Fe/H]
24222,[Fe/H]
24225,[Fe/H]
24226,[Fe/H]
24228,[Fe/H]
24230,[Fe/H]
24231,[Fe/H]
24232,[Fe/H]
24233,[Fe/H]
24234,[M/H]
24235,[Fe/H]
24237,[Fe/H]
24238,[Fe/H]
24242,[Fe/H]
24243,[Fe/H]
24244,[Fe/H]
24245,[Fe/H]
24248,[Fe/H]
24249,[Fe/H]
24251,[Fe/H]
24253,[Fe/H]
24254,[Fe/H]
24255,[Fe/H]
24256,[Fe/H]
24257,[M/H]
24258,[Fe/H]
24260,[Fe/H]
24261,[Fe/H]
24263,[Fe/H]
24264,[Fe/H]
24265,[Fe/H]
24267,[Fe/H]
24268,[Fe/H]
24269,[Fe/H]
24270,[Fe/H]
24273,[Fe/H]
24274,[Fe/H]
24275,[Fe/H]
24276,[Fe/H]
24277,[Fe/H]
24279,[Fe/H]
24280,[Fe/H]
24282,[Fe/H]
24283,[Fe/H]
24284,[Fe/H]
24285,[Fe/H]
24287,[Fe/H]
24288,[Fe/H]
24290,[Fe/H]
24292,[Fe/H]
24293,[Fe/H]
24294,[Fe/H]
24295,[Fe/H]
24296,[Fe/H]
24297,[Fe/H]
24298,[M/H]
24300,[Fe/H]
24301,[Fe/H]
24302,[Fe/H]
24305,[Fe/H]
24306,[Fe/H]
24307,[Fe/H]
24308,[Fe/H]
24309,[Fe/H]
24310,[Fe/H]
24311,[Fe/H]
24313,[Fe/H]
24315,[Fe/H]
24318,[Fe/H]
24319,[Fe/H]
24320,[Fe/H]
24324,[Fe/H]
24325,[Fe/H]
24329,[Fe/H]
24330,[Fe/H]
24332,[Fe/H]
24333,[M/H]
24334,[Fe/H]
24336,[Fe/H]
24337,[Fe/H]
24338,[Fe/H]
24339,[Fe/H]
24341,[Fe/H]
24343,[Fe/H]
24344,[Fe/H]
24345,[Fe/H]
24347,[M/H]
24348,[Fe/H]
24349,[Fe/H]
24350,[Fe/H]
24351,[Fe/H]
24352,[Fe/H]
24353,[Fe/H]
24354,[Fe/H]
24355,[Fe/H]
24356,[Fe/H]
24357,[M/H]
24359,[Fe/H]
24361,[Fe/H]
24362,[Fe/H]
24364,[Fe/H]
24365,[Fe/H]
24366,[Fe/H]
24367,[Fe/H]
24368,[M/H]
24369,[Fe/H]
24371,[Fe/H]
24372,[Fe/H]
24373,[Fe/H]
24374,[Fe/H]
24375,[Fe/H]
24378,[Fe/H]
24379,[M/H]
24380,[Fe/H]
24381,[Fe/H]
24382,[Fe/H]
24383,[Fe/H]
24384,[Fe/H]
24385,[Fe/H]
24386,[Fe/H]
24387,[Fe/H]
24390,[Fe/H]
24392,[Fe/H]
24393,[Fe/H]
24394,[Fe/H]
24395,[Fe/H]
24397,[Fe/H]
24399,[Fe/H]
24400,[Fe/H]
24401,[Fe/H]
24402,[Fe/H]
24403,[Fe/H]
24404,[Fe/H]
24405,[M/H]
24406,[Fe/H]
24407,[Fe/H]
24409,[Fe/H]
24410,[Fe/H]
24411,[Fe/H]
24412,[M/H]
24414,[Fe/H]
24415,[Fe/H]
24416,[Fe/H]
24417,[Fe/H]
24418,[M/H]
24419,[Fe/H]
24420,[Fe/H]
24422,[Fe/H]
24423,[Fe/H]
24424,[Fe/H]
24425,[Fe/H]
24431,[Fe/H]
24432,[Fe/H]
24433,[Fe/H]
24435,[Fe/H]
24437,[Fe/H]
24438,[Fe/H]
24440,[Fe/H]
24442,[Fe/H]
24444,[Fe/H]
24447,[Fe/H]
24448,[Fe/H]
24449,[Fe/H]
24450,[Fe/H]
24451,[Fe/H]
24452,[Fe/H]
24454,[Fe/H]
24455,[Fe/H]
24456,[Fe/H]
24457,[M/H]
24459,[Fe/H]
24460,[Fe/H]
24461,[M/H]
24462,[Fe/H]
24463,[Fe/H]
24464,[Fe/H]
24465,[Fe/H]
24466,[Fe/H]
24468,[Fe/H]
24469,[Fe/H]
24470,[Fe/H]
24472,[Fe/H]
24473,[Fe/H]
24474,[Fe/H]
24475,[M/H]
24476,[Fe/H]
24477,[Fe/H]
24479,[Fe/H]
24480,[Fe/H]
24481,[M/H]
24483,[Fe/H]
24484,[Fe/H]
24485,[Fe/H]
24486,[Fe/H]
24489,[Fe/H]
24490,[Fe/H]
24491,[Fe/H]
24492,[Fe/H]
24494,[M/H]
24495,[Fe/H]
24496,[Fe/H]
24497,[Fe/H]
24498,[Fe/H]
24499,[Fe/H]
24500,[Fe/H]
24501,[Fe/H]
24502,[Fe/H]
24503,[Fe/H]
24506,[Fe/H]
24509,[Fe/H]
24510,[Fe/H]
24511,[Fe/H]
24512,[Fe/H]
24513,[Fe/H]
24514,[Fe/H]
24515,[Fe/H]
24516,[Fe/H]
24518,[Fe/H]
24519,[Fe/H]
24520,[Fe/H]
24522,[Fe/H]
24523,[Fe/H]
24524,[M/H]
24525,[Fe/H]
24526,[Fe/H]
24527,[Fe/H]
24528,[Fe/H]
24529,[Fe/H]
24530,[Fe/H]
24532,[Fe/H]
24534,[Fe/H]
24537,[Fe/H]
24541,[Fe/H]
24545,[Fe/H]
24546,[Fe/H]
24547,[Fe/H]
24549,[Fe/H]
24553,[Fe/H]
24554,[Fe/H]
24556,[Fe/H]
24557,[Fe/H]
24558,[Fe/H]
24559,[Fe/H]
24560,[Fe/H]
24562,[Fe/H]
24564,[Fe/H]
24565,[Fe/H]
24566,[Fe/H]
24567,[Fe/H]
24568,[Fe/H]
24571,[Fe/H]
24572,[Fe/H]
24573,[Fe/H]
24574,[M/H]
24575,[Fe/H]
24576,[Fe/H]
24577,[Fe/H]
24578,[Fe/H]
24580,[Fe/H]
24581,[Fe/H]
24582,[Fe/H]
24583,[Fe/H]
24584,[Fe/H]
24587,[Fe/H]
24588,[Fe/H]
24589,[Fe/H]
24590,[Fe/H]
24591,[Fe/H]
24594,[Fe/H]
24595,[Fe/H]
24596,[Fe/H]
24598,[Fe/H]
24599,[Fe/H]
24600,[Fe/H]
24601,[Fe/H]
24602,[Fe/H]
24604,[Fe/H]
24605,[M/H]
24607,[Fe/H]
24609,[Fe/H]
24610,[Fe/H]
24611,[Fe/H]
24612,[Fe/H]
24613,[Fe/H]
24614,[Fe/H]
24615,[Fe/H]
24616,[Fe/H]
24617,[Fe/H]
24619,[M/H]
24620,[Fe/H]
24621,[Fe/H]
24624,[Fe/H]
24627,[Fe/H]
24631,[Fe/H]
24632,[Fe/H]
24633,[Fe/H]
24634,[Fe/H]
24635,[Fe/H]
24637,[Fe/H]
24640,[M/H]
24641,[Fe/H]
24642,[Fe/H]
24643,[Fe/H]
24644,[Fe/H]
24646,[Fe/H]
24647,[Fe/H]
24648,[Fe/H]
24649,[Fe/H]
24650,[Fe/H]
24651,[Fe/H]
24654,[Fe/H]
24656,[Fe/H]
24657,[Fe/H]
24658,[Fe/H]
24659,[Fe/H]
24660,[M/H]
24663,[Fe/H]
24664,[Fe/H]
24665,[Fe/H]
24666,[Fe/H]
24667,[Fe/H]
24669,[Fe/H]
24670,[Fe/H]
24672,[Fe/H]
24673,[Fe/H]
24674,[Fe/H]
24675,[Fe/H]
24676,[Fe/H]
24677,[M/H]
24678,[Fe/H]
24679,[Fe/H]
24680,[Fe/H]
24682,[Fe/H]
24683,[Fe/H]
24684,[Fe/H]
24685,[Fe/H]
24688,[Fe/H]
24689,[Fe/H]
24691,[Fe/H]
24692,[Fe/H]
24693,[Fe/H]
24694,[Fe/H]
24695,[M/H]
24696,[Fe/H]
24697,[Fe/H]
24698,[Fe/H]
24699,[Fe/H]
24700,[Fe/H]
24701,[Fe/H]
24702,[Fe/H]
24704,[Fe/H]
24707,[Fe/H]
24709,[Fe/H]
24711,[Fe/H]
24712,[Fe/H]
24713,[Fe/H]
24714,[Fe/H]
24716,[Fe/H]
24717,[Fe/H]
24721,[Fe/H]
24722,[Fe/H]
24723,[Fe/H]
24725,[Fe/H]
24726,[Fe/H]
24727,[Fe/H]
24730,[Fe/H]
24731,[Fe/H]
24732,[Fe/H]
24735,[Fe/H]
24738,[Fe/H]
24740,[Fe/H]
24741,[Fe/H]
24742,[Fe/H]
24744,[M/H]
24745,[Fe/H]
24746,[Fe/H]
24747,[Fe/H]
24748,[Fe/H]
24750,[Fe/H]
24751,[Fe/H]
24752,[Fe/H]
24753,[Fe/H]
24756,[Fe/H]
24757,[Fe/H]
24758,[Fe/H]
24759,[Fe/H]
24760,[Fe/H]
24762,[Fe/H]
24763,[Fe/H]
24765,[Fe/H]
24766,[Fe/H]
24767,[Fe/H]
24769,[Fe/H]
24770,[Fe/H]
24771,[Fe/H]
24773,[Fe/H]
24775,[Fe/H]
24776,[Fe/H]
24777,[Fe/H]
24779,[Fe/H]
24780,[Fe/H]
24781,[Fe/H]
24782,[Fe/H]
24783,[Fe/H]
24784,[M/H]
24786,[Fe/H]
24787,[Fe/H]
24788,[Fe/H]
24789,[Fe/H]
24790,[M/H]
24791,[Fe/H]
24792,[Fe/H]
24793,[Fe/H]
24794,[Fe/H]
24796,[Fe/H]
24797,[Fe/H]
24798,[Fe/H]
24799,[Fe/H]
24800,[Fe/H]
24803,[Fe/H]
24804,[Fe/H]
24806,[Fe/H]
24808,[Fe/H]
24809,[Fe/H]
24810,[Fe/H]
24811,[Fe/H]
24813,[Fe/H]
24814,[Fe/H]
24815,[Fe/H]
24817,[Fe/H]
24819,[Fe/H]
24821,[Fe/H]
24823,[Fe/H]
24827,[Fe/H]
24829,[Fe/H]
24830,[Fe/H]
24833,[M/H]
24834,[Fe/H]
24837,[Fe/H]
24838,[Fe/H]
24839,[Fe/H]
24840,[Fe/H]
24843,[Fe/H]
24844,[Fe/H]
24846,[Fe/H]
24848,[Fe/H]
24849,[Fe/H]
24853,[Fe/H]
24856,[Fe/H]
24857,[Fe/H]
24858,[Fe/H]
24859,[M/H]
24861,[Fe/H]
24863,[Fe/H]
24865,[Fe/H]
24866,[Fe/H]
24867,[Fe/H]
24869,[Fe/H]
24871,[M/H]
24873,[Fe/H]
24875,[Fe/H]
24876,[Fe/H]
24877,[Fe/H]
24878,[Fe/H]
24879,[Fe/H]
24880,[Fe/H]
24881,[Fe/H]
24882,[Fe/H]
24883,[M/H]
24886,[Fe/H]
24889,[Fe/H]
24890,[Fe/H]
24891,[Fe/H]
24894,[Fe/H]
24895,[Fe/H]
24898,[Fe/H]
24899,[Fe/H]
24901,[Fe/H]
24903,[Fe/H]
24904,[Fe/H]
24905,[Fe/H]
24907,[M/H]
24909,[Fe/H]
24911,[Fe/H]
24912,[Fe/H]
24914,[Fe/H]
24915,[Fe/H]
24916,[Fe/H]
24917,[Fe/H]
24920,[Fe/H]
24923,[Fe/H]
24925,[Fe/H]
24926,[Fe/H]
24927,[Fe/H]
24930,[Fe/H]
24931,[Fe/H]
24932,[Fe/H]
24934,[Fe/H]
24936,[Fe/H]
24938,[M/H]
24939,[Fe/H]
24940,[Fe/H]
24941,[Fe/H]
24942,[Fe/H]
24946,[Fe/H]
24947,[Fe/H]
24948,[Fe/H]
24949,[Fe/H]
24950,[Fe/H]
24951,[Fe/H]
24953,[Fe/H]
24955,[Fe/H]
24957,[Fe/H]
24958,[Fe/H]
24959,[Fe/H]
24960,[M/H]
24961,[Fe/H]
24964,[Fe/H]
24965,[Fe/H]
24966,[Fe/H]
24968,[Fe/H]
24969,[Fe/H]
24971,[Fe/H]
24972,[Fe/H]
24974,[Fe/H]
24976,[Fe/H]
24977,[Fe/H]
24980,[Fe/H]
24982,[Fe/H]
24983,[Fe/H]
24984,[Fe/H]
24985,[Fe/H]
24986,[Fe/H]
24987,[Fe/H]
24989,[Fe/H]
24990,[Fe/H]
24994,[Fe/H]
24995,[Fe/H]
24996,[Fe/H]
25000,[Fe/H]
25001,[Fe/H]
25003,[Fe/H]
25004,[Fe/H]
25005,[Fe/H]
25006,[Fe/H]
25007,[Fe/H]
25008,[Fe/H]
25009,[Fe/H]
25010,[Fe/H]
25011,[Fe/H]
25012,[Fe/H]
25014,[Fe/H]
25016,[Fe/H]
25017,[Fe/H]
25018,[Fe/H]
25020,[M/H]
25021,[Fe/H]
25023,[Fe/H]
25024,[Fe/H]
25025,[Fe/H]
25026,[M/H]
25027,[Fe/H]
25030,[Fe/H]
25031,[Fe/H]
25032,[Fe/H]
25033,[Fe/H]
25034,[Fe/H]
25035,[Fe/H]
25036,[Fe/H]
25037,[Fe/H]
25040,[Fe/H]
25041,[Fe/H]
25042,[Fe/H]
25044,[Fe/H]
25046,[Fe/H]
25047,[Fe/H]
25051,[Fe/H]
25052,[Fe/H]
25053,[Fe/H]
25054,[Fe/H]
25056,[Fe/H]
25058,[Fe/H]
25061,[Fe/H]
25063,[Fe/H]
25064,[Fe/H]
25065,[Fe/H]
25068,[Fe/H]
25069,[Fe/H]
25070,[Fe/H]
25072,[Fe/H]
25073,[Fe/H]
25074,[Fe/H]
25075,[Fe/H]
25077,[M/H]
25078,[Fe/H]
25079,[Fe/H]
25081,[Fe/H]
25083,[Fe/H]
25084,[Fe/H]
25085,[Fe/H]
25087,[Fe/H]
25090,[Fe/H]
25092,[Fe/H]
25093,[Fe/H]
25095,[Fe/H]
25099,[Fe/H]
25102,[Fe/H]
25103,[Fe/H]
25104,[Fe/H]
25107,[Fe/H]
25109,[M/H]
25110,[Fe/H]
25111,[Fe/H]
25113,[Fe/H]
25114,[Fe/H]
25116,[Fe/H]
25117,[Fe/H]
25118,[Fe/H]
25121,[Fe/H]
25122,[Fe/H]
25124,[Fe/H]
25125,[Fe/H]
25128,[Fe/H]
25129,[Fe/H]
25131,[Fe/H]
25134,[Fe/H]
25135,[Fe/H]
25136,[Fe/H]
25138,[Fe/H]
25139,[Fe/H]
25140,[Fe/H]
25141,[Fe/H]
25143,[Fe/H]
25148,[Fe/H]
25150,[Fe/H]
25151,[Fe/H]
25152,[Fe/H]
25154,[Fe/H]
25157,[Fe/H]
25158,[M/H]
25159,[Fe/H]
25160,[Fe/H]
25161,[Fe/H]
25162,[Fe/H]
25163,[Fe/H]
25164,[M/H]
25165,[Fe/H]
25166,[Fe/H]
25167,[Fe/H]
25169,[Fe/H]
25171,[Fe/H]
25172,[Fe/H]
25173,[Fe/H]
25175,[Fe/H]
25176,[Fe/H]
25177,[Fe/H]
25180,[Fe/H]
25182,[Fe/H]
25183,[Fe/H]
25184,[M/H]
25185,[Fe/H]
25186,[Fe/H]
25187,[Fe/H]
25189,[Fe/H]
25192,[Fe/H]
25194,[Fe/H]
25195,[Fe/H]
25196,[Fe/H]
25198,[Fe/H]
25199,[Fe/H]
25201,[Fe/H]
25203,[Fe/H]
25204,[Fe/H]
25205,[Fe/H]
25206,[Fe/H]
25208,[Fe/H]
25211,[Fe/H]
25213,[Fe/H]
25214,[Fe/H]
25215,[Fe/H]
25219,[Fe/H]
25220,[Fe/H]
25222,[Fe/H]
25223,[Fe/H]
25224,[Fe/H]
25227,[Fe/H]
25228,[Fe/H]
25229,[Fe/H]
25231,[Fe/H]
25232,[Fe/H]
25233,[Fe/H]
25236,[Fe/H]
25239,[Fe/H]
25240,[Fe/H]
25243,[Fe/H]
25245,[Fe/H]
25246,[Fe/H]
25247,[M/H]
25248,[Fe/H]
25249,[Fe/H]
25250,[Fe/H]
25253,[Fe/H]
25256,[Fe/H]
25258,[Fe/H]
25259,[Fe/H]
25260,[Fe/H]
25261,[Fe/H]
25263,[Fe/H]
25264,[Fe/H]
25265,[Fe/H]
25268,[Fe/H]
25269,[Fe/H]
25272,[M/H]
25273,[M/H]
25275,[Fe/H]
25276,[Fe/H]
25277,[Fe/H]
25278,[Fe/H]
25280,[Fe/H]
25281,[Fe/H]
25282,[Fe/H]
25285,[Fe/H]
25286,[Fe/H]
25288,[Fe/H]
25290,[Fe/H]
25292,[Fe/H]
25296,[Fe/H]
25299,[Fe/H]
